m,lam,f,Jstar,Jsize,mu,vpi,parity
12,8|6|5|3|1|1,48929414688,0|4,2,10,12,0
12,8|6|5|2|2|1,48651406650,0,1,2,2,0
12,8|6|5|2|1|1|1,44057654784,3|5,2,15,16,1
12,8|6|5|1|1|1|1|1,13742520792,0,1,6,6,0
12,8|6|4|4|2,26235721512,0|2,2,6,8,0
12,8|6|4|4|1|1,32619609792,0|2|4|6,4,12,21,0
12,8|6|4|3|3,24094029960,0,1,6,6,0
12,8|6|4|3|2|1,94893410304,5,1,17,17,1
12,8|6|4|3|1|1|1,68840085600,0|4,2,10,12,0
12,8|6|4|2|2|2,40774512240,0|2,2,8,10,0
12,8|6|4|2|2|1|1,79838853822,0,1,2,2,0
12,8|6|4|2|1|1|1|1,53006865912,0,1,6,6,0
12,8|6|4|1|1|1|1|1|1,14271079284,0|2,2,4,6,0
12,8|6|3|3|3|1,31136900256,0|4,2,10,12,0
12,8|6|3|3|2|2,39465700736,0|2|4|6,4,14,23,0
12,8|6|3|3|2|1|1,73012212000,0|4,2,10,12,0
12,8|6|3|3|1|1|1|1,39264345120,0|4,2,10,12,0
12,8|6|3|2|2|2|1,51400597248,3,1,13,13,1
12,8|6|3|2|2|1|1|1,59030373402,0,1,2,2,0
12,8|6|3|2|1|1|1|1|1,32619609792,3,1,9,9,1
12,8|6|3|1|1|1|1|1|1|1,8314802496,0|2|4|6,4,12,19,0
12,8|6|2|2|2|2|2,8896257216,0|4,2,12,14,0
12,8|6|2|2|2|2|1|1,19632172560,0,1,8,8,0
12,8|6|2|2|2|1|1|1|1,17375502375,0,1,0,0,0
12,8|6|2|2|1|1|1|1|1|1,8908716960,0|4,2,10,12,0
12,8|6|2|1|1|1|1|1|1|1|1,2617623008,0|4,2,10,12,0
12,8|6|1|1|1|1|1|1|1|1|1|1,348729381,0,1,0,0,0
12,8|5|5|5|1,4908043140,0,1,4,4,0
12,8|5|5|4|2,20078358300,0,1,4,4,0
12,8|5|5|4|1|1,24666062960,0|4,2,8,10,0
12,8|5|5|3|3,15297796800,0|2|4|6,4,12,16,0
12,8|5|5|3|2|1,58576179200,5|7,2,19,20,1
12,8|5|5|3|1|1|1,41881968128,0|2|8|10,4,18,25,0
12,8|5|5|2|2|2,23596361250,0,1,2,2,0
12,8|5|5|2|2|1|1,45893390400,0|2|4|6,4,12,16,0
12,8|5|5|2|1|1|1|1,29983681728,0|2|4|6,4,12,16,0
12,8|5|5|1|1|1|1|1|1,7808250450,0,1,2,2,0
12,8|5|4|4|3,16865820972,0,1,4,4,0
12,8|5|4|4|2|1,52718561280,5,1,17,17,1
12,8|5|4|4|1|1|1,35337910608,0|4,2,8,10,0
12,8|5|4|3|3|1,54224805888,5|7,2,21,22,1
12,8|5|4|3|2|2,64433797120,5,1,17,17,1
12,8|5|4|3|2|1|1,117487079424,5|7,2,19,20,1
12,8|5|4|3|1|1|1|1,60919226368,5|7,2,21,22,1
12,8|5|4|2|2|2|1,66258582390,0,1,2,2,0
12,8|5|4|2|2|1|1|1,74764505088,5|7,2,19,20,1
12,8|5|4|2|1|1|1|1|1,39755149434,0,1,2,2,0
12,8|5|4|1|1|1|1|1|1|1,9303275520,5,1,17,17,1
12,8|5|3|3|3|2,29599275552,0|4,2,10,12,0
12,8|5|3|3|3|1|1,44057654784,0|2|8|10,4,18,25,0
12,8|5|3|3|2|2|1,70675821216,0|4,2,10,12,0
12,8|5|3|3|2|1|1|1,74764505088,5|7,2,19,20,1
12,8|5|3|3|1|1|1|1|1,32065881848,0|4,2,6,8,0
12,8|5|3|2|2|2|2,27183008160,0|4,2,10,12,0
12,8|5|3|2|2|2|1|1,59030373402,0,1,2,2,0
12,8|5|3|2|2|1|1|1|1,50195895750,0,1,2,2,0
12,8|5|3|2|1|1|1|1|1|1,23505307056,0|4,2,8,10,0
12,8|5|3|1|1|1|1|1|1|1|1,5354228880,0|4,2,8,10,0
12,8|5|2|2|2|2|2|1,14058283008,5|7,2,21,22,1
12,8|5|2|2|2|2|1|1|1,18405161775,0,1,0,0,0
12,8|5|2|2|2|1|1|1|1|1,13290393600,5|7,2,19,20,1
12,8|5|2|2|1|1|1|1|1|1|1,5983138304,0|2|8|10,4,18,25,0
12,8|5|2|1|1|1|1|1|1|1|1|1,1603137536,5|7,2,19,20,1
12,8|5|1|1|1|1|1|1|1|1|1|1|1,200783583,0,1,0,0,0
12,8|4|4|4|4,2498640144,0,1,8,8,0
12,8|4|4|4|3|1,19460562660,0,1,4,4,0
12,8|4|4|4|2|2,18877089000,0|2,2,6,8,0
12,8|4|4|4|2|1|1,33463930500,0,1,4,4,0
12,8|4|4|4|1|1|1|1,16032940924,0,1,4,4,0
12,8|4|4|3|3|2,26212186440,0,1,6,6,0
12,8|4|4|3|3|1|1,38550447936,0|2|4|6,4,12,16,0
12,8|4|4|3|2|2|1,58429085000,0,1,6,6,0
12,8|4|4|3|2|1|1|1,60919226368,5|7,2,21,22,1
12,8|4|4|3|1|1|1|1|1,25298731458,0,1,2,2,0
12,8|4|4|2|2|2|2,18202907250,0,1,2,2,0
12,8|4|4|2|2|2|1|1,39264345120,0|4,2,10,12,0
12,8|4|4|2|2|1|1|1|1,32855495400,0|4,2,6,8,0
12,8|4|4|2|1|1|1|1|1|1,14881606740,0,1,4,4,0
12,8|4|4|1|1|1|1|1|1|1|1,3146181500,0,1,4,4,0
12,8|4|3|3|3|3,7207615800,0,1,6,6,0
12,8|4|3|3|3|2|1,35898829824,3|5,2,17,18,1
12,8|4|3|3|3|1|1|1,29983681728,0|2|4|6,4,12,16,0
12,8|4|3|3|2|2|2,25169452000,0|4,2,10,12,0
12,8|4|3|3|2|2|1|1,53006865912,0,1,6,6,0
12,8|4|3|3|2|1|1|1|1,41407388750,0,1,2,2,0
12,8|4|3|3|1|1|1|1|1|1,15089826752,0|4,2,12,14,0
12,8|4|3|2|2|2|2|1,27749320830,0,1,2,2,0
12,8|4|3|2|2|2|1|1|1,35694859200,3,1,9,9,1
12,8|4|3|2|2|1|1|1|1|1,24802677900,0,1,4,4,0
12,8|4|3|2|1|1|1|1|1|1|1,10250831360,3|5,2,15,16,1
12,8|4|3|1|1|1|1|1|1|1|1|1,2152650500,0,1,4,4,0
12,8|4|2|2|2|2|2|2,4487353728,0|2|4|6,4,14,18,0
12,8|4|2|2|2|2|2|1|1,10425301425,0,1,0,0,0
12,8|4|2|2|2|2|1|1|1|1,10311015000,0,1,6,6,0
12,8|4|2|2|2|1|1|1|1|1|1,6406769600,0|2|4|6,4,12,16,0
12,8|4|2|2|1|1|1|1|1|1|1|1,2608676928,0|2|4|6,4,12,16,0
12,8|4|2|1|1|1|1|1|1|1|1|1|1,654405752,0,1,6,6,0
12,8|4|1|1|1|1|1|1|1|1|1|1|1|1,79676025,0,1,0,0,0
12,8|3|3|3|3|3|1,4818805992,0,1,6,6,0
12,8|3|3|3|3|2|2,6989916384,0|4,2,10,12,0
12,8|3|3|3|3|2|1|1,13742520792,0,1,6,6,0
12,8|3|3|3|3|1|1|1|1,8432910486,0,1,2,2,0
12,8|3|3|3|2|2|2|1,12886759424,5,1,17,17,1
12,8|3|3|3|2|2|1|1|1,16032940924,0|2,2,4,6,0
12,8|3|3|3|2|1|1|1|1|1,10261794816,5,1,19,19,1
12,8|3|3|3|1|1|1|1|1|1|1,3331520192,0|4,2,12,14,0
12,8|3|3|2|2|2|2|2,4417238826,0,1,2,2,0
12,8|3|3|2|2|2|2|1|1,10193628060,0|2,2,4,6,0
12,8|3|3|2|2|2|1|1|1|1,9921071160,0|2,2,6,8,0
12,8|3|3|2|2|1|1|1|1|1|1,5962663980,0,1,4,4,0
12,8|3|3|2|1|1|1|1|1|1|1|1,2253328308,0,1,4,4,0
12,8|3|3|1|1|1|1|1|1|1|1|1|1,453050136,0|2,2,6,8,0
12,8|3|2|2|2|2|2|2|1,2839653531,0,1,0,0,0
12,8|3|2|2|2|2|2|1|1|1,3987118080,5,1,17,17,1
12,8|3|2|2|2|2|1|1|1|1|1,3272028760,0,1,6,6,0
12,8|3|2|2|2|1|1|1|1|1|1|1,1816141824,5|7,2,21,22,1
12,8|3|2|2|1|1|1|1|1|1|1|1|1,688400856,0,1,6,6,0
12,8|3|2|1|1|1|1|1|1|1|1|1|1|1,167360512,5,1,17,17,1
12,8|3|1|1|1|1|1|1|1|1|1|1|1|1|1,21061215,0,1,0,0,0
12,8|2|2|2|2|2|2|2|2,245402157,0,1,0,0,0
12,8|2|2|2|2|2|2|2|1|1,593914464,0|4,2,10,12,0
12,8|2|2|2|2|2|2|1|1|1|1,640676960,0|4,2,10,12,0
12,8|2|2|2|2|2|1|1|1|1|1|1,460275816,0,1,6,6,0
12,8|2|2|2|2|1|1|1|1|1|1|1|1,235885608,0,1,6,6,0
12,8|2|2|2|1|1|1|1|1|1|1|1|1|1,86295264,0|4,2,10,12,0
12,8|2|2|1|1|1|1|1|1|1|1|1|1|1|1,21633248,0|4,2,10,12,0
12,8|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,3357585,0,1,0,0,0
12,8|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,245157,0,1,0,0,0
12,7|7|7|3,818007190,0,1,2,2,0
12,7|7|7|2|1,1903725824,3,1,13,13,1
12,7|7|7|1|1|1,1070845776,0|2,2,8,10,0
12,7|7|6|4,2103447060,0,1,4,4,0
12,7|7|6|3|1,8432910486,0,1,2,2,0
12,7|7|6|2|2,6425074656,0|4,2,10,12,0
12,7|7|6|2|1|1,10411000600,0,1,6,6,0
12,7|7|6|1|1|1|1,4077451224,0,1,6,6,0
12,7|7|5|5,1308811504,0|4,2,8,10,0
12,7|7|5|4|1,11014413696,3,1,11,11,1
12,7|7|5|3|2,19275223968,0|4,2,10,12,0
12,7|7|5|3|1|1,25298731458,0,1,2,2,0
12,7|7|5|2|2|1,24986401440,0|4,2,10,12,0
12,7|7|5|2|1|1|1,22551828992,3|5,2,15,16,1
12,7|7|5|1|1|1|1|1,6989916384,0|4,2,10,12,0
12,7|7|4|4|2,12850149312,0|2|4|6,4,12,24,0
12,7|7|4|4|1|1,15935205000,0|2,2,6,8,0
12,7|7|4|3|3,11660320672,0|4,2,10,12,0
12,7|7|4|3|2|1,45689419776,5,1,17,17,1
12,7|7|4|3|1|1|1,33034905750,0,1,2,2,0
12,7|7|4|2|2|2,19469923200,0|2|4|6,4,14,25,0
12,7|7|4|2|2|1|1,38056211424,0|4,2,10,12,0
12,7|7|4|2|1|1|1|1,25169452000,0|4,2,10,12,0
12,7|7|4|1|1|1|1|1|1,6731030592,0|2|4|6,4,12,19,0
12,7|7|3|3|3|1,14575400840,0,1,6,6,0
12,7|7|3|3|2|2,18399077424,0|2,2,8,10,0
12,7|7|3|3|2|1|1,33978760200,0,1,6,6,0
12,7|7|3|3|1|1|1|1,18202907250,0,1,2,2,0
12,7|7|3|2|2|2|1,23723352576,3,1,15,15,1
12,7|7|3|2|2|1|1|1,27183008160,0|4,2,10,12,0
12,7|7|3|2|1|1|1|1|1,14957845760,3,1,13,13,1
12,7|7|3|1|1|1|1|1|1|1,3786204708,0|2,2,4,6,0
12,7|7|2|2|2|2|2,4036264848,0,1,8,8,0
12,7|7|2|2|2|2|1|1,8896257216,0|4,2,12,14,0
12,7|7|2|2|2|1|1|1|1,7852869024,0|4,2,10,12,0
12,7|7|2|2|1|1|1|1|1|1,4008235231,0,1,0,0,0
12,7|7|2|1|1|1|1|1|1|1|1,1169269101,0,1,0,0,0
12,7|7|1|1|1|1|1|1|1|1|1|1,153977824,0|4,2,10,12,0
12,7|6|6|5,1262068236,0,1,4,4,0
12,7|6|6|4|1,8566766208,3,1,11,11,1
12,7|6|6|3|2,14054850810,0,1,2,2,0
12,7|6|6|3|1|1,18323361056,0|4,2,10,12,0
12,7|6|6|2|2|1,17668955304,0,1,6,6,0
12,7|6|6|2|1|1|1,15815568384,3|5,2,17,18,1
12,7|6|6|1|1|1|1|1,4818805992,0,1,6,6,0
12,7|6|5|5|1,6799020800,3,1,13,13,1
12,7|6|5|4|2,25700298624,3,1,11,11,1
12,7|6|5|4|1|1,31411476096,3,1,11,11,1
12,7|6|5|3|3,19037258240,3|5,2,15,16,1
12,7|6|5|3|2|1,72148234158,0,1,2,2,0
12,7|6|5|3|1|1|1,51254156800,3|5,2,15,16,1
12,7|6|5|2|2|2,28555887360,3,1,13,13,1
12,7|6|5|2|2|1|1,55354489344,3|5,2,15,16,1
12,7|6|5|2|1|1|1|1,35898829824,3|5,2,17,18,1
12,7|6|5|1|1|1|1|1|1,9225748224,3,1,13,13,1
12,7|6|4|4|3,17133532416,3,1,13,13,1
12,7|6|4|4|2|1,53006865912,0|2,2,6,8,0
12,7|6|4|4|1|1|1,35302608000,3,1,11,11,1
12,7|6|4|3|3|1,53006865912,0,1,6,6,0
12,7|6|4|3|2|2,62466003600,0|2,2,8,10,0
12,7|6|4|3|2|1|1,113519948850,0,1,2,2,0
12,7|6|4|3|1|1|1|1,58429085000,0,1,6,6,0
12,7|6|4|2|2|2|1,62902828800,3,1,13,13,1
12,7|6|4|2|2|1|1|1,70675821216,0|4,2,10,12,0
12,7|6|4|2|1|1|1|1|1,37279554048,3,1,15,15,1
12,7|6|4|1|1|1|1|1|1|1,8605010700,0|2,2,4,6,0
12,7|6|3|3|3|2,26652161536,3,1,15,15,1
12,7|6|3|3|3|1|1,39538920960,3|5,2,15,16,1
12,7|6|3|3|2|2|1,62902828800,3,1,13,13,1
12,7|6|3|3|2|1|1|1,66258582390,0,1,2,2,0
12,7|6|3|3|1|1|1|1|1,28189786240,3,1,11,11,1
12,7|6|3|2|2|2|2,23723352576,3,1,15,15,1
12,7|6|3|2|2|2|1|1,51400597248,3,1,13,13,1
12,7|6|3|2|2|1|1|1|1,43492813056,3,1,13,13,1
12,7|6|3|2|1|1|1|1|1|1,20193091776,3,1,9,9,1
12,7|6|3|1|1|1|1|1|1|1|1,4535346816,3,1,11,11,1
12,7|6|2|2|2|2|2|1,11779303536,0,1,8,8,0
12,7|6|2|2|2|2|1|1|1,15376247040,3,1,13,13,1
12,7|6|2|2|2|1|1|1|1|1,11043097065,0,1,0,0,0
12,7|6|2|2|1|1|1|1|1|1|1,4927290368,3|5,2,17,18,1
12,7|6|2|1|1|1|1|1|1|1|1|1,1301375075,0,1,0,0,0
12,7|6|1|1|1|1|1|1|1|1|1|1|1,159134976,3,1,13,13,1
12,7|5|5|5|2,6884008560,0|4,2,8,10,0
12,7|5|5|5|1|1,8180071900,0,1,4,4,0
12,7|5|5|4|3,14685884928,3|5,2,15,16,1
12,7|5|5|4|2|1,44172388260,0,1,4,4,0
12,7|5|5|4|1|1|1,28995208704,3|5,2,15,16,1
12,7|5|5|3|3|1,36646722112,0|2|4|6,4,12,16,0
12,7|5|5|3|2|2,42164552430,0,1,2,2,0
12,7|5|5|3|2|1|1,76112422848,0|2|4|6,4,12,16,0
12,7|5|5|3|1|1|1|1,38550447936,0|2|4|6,4,12,16,0
12,7|5|5|2|2|2|1,39538920960,3|5,2,15,16,1
12,7|5|5|2|2|1|1|1,44057654784,0|2|8|10,4,18,25,0
12,7|5|5|2|1|1|1|1|1,22844709888,3|5,2,17,18,1
12,7|5|5|1|1|1|1|1|1|1,5096814030,0,1,2,2,0
12,7|5|4|4|4,5621940324,0,1,4,4,0
12,7|5|4|4|3|1,42068941200,0,1,8,8,0
12,7|5|4|4|2|2,40156716600,0|2,2,6,8,0
12,7|5|4|4|2|1|1,70772903388,0,1,4,4,0
12,7|5|4|4|1|1|1|1,33463930500,0,1,4,4,0
12,7|5|4|3|3|2,52055003000,0,1,6,6,0
12,7|5|4|3|3|1|1,76112422848,0|2|4|6,4,12,16,0
12,7|5|4|3|2|2|1,113519948850,0,1,2,2,0
12,7|5|4|3|2|1|1|1,117487079424,5|7,2,19,20,1
12,7|5|4|3|1|1|1|1|1,48098822772,0,1,4,4,0
12,7|5|4|2|2|2|2,33978760200,0,1,6,6,0
12,7|5|4|2|2|2|1|1,73012212000,0|4,2,10,12,0
12,7|5|4|2|2|1|1|1|1,60579275328,0|4,2,12,14,0
12,7|5|4|2|1|1|1|1|1|1,27028559250,0,1,2,2,0
12,7|5|4|1|1|1|1|1|1|1|1,5567948100,0,1,4,4,0
12,7|5|3|3|3|3,11243880648,0,1,6,6,0
12,7|5|3|3|3|2|1,55354489344,3|5,2,15,16,1
12,7|5|3|3|3|1|1|1,45893390400,0|2|4|6,4,12,16,0
12,7|5|3|3|2|2|2,38056211424,0|4,2,10,12,0
12,7|5|3|3|2|2|1|1,79838853822,0,1,2,2,0
12,7|5|3|3|2|1|1|1|1,61841343564,0,1,4,4,0
12,7|5|3|3|1|1|1|1|1|1,22199456664,0|4,2,6,8,0
12,7|5|3|2|2|2|2|1,40156716600,0,1,6,6,0
12,7|5|3|2|2|2|1|1|1,51400597248,3,1,13,13,1
12,7|5|3|2|2|1|1|1|1|1,35386451694,0,1,2,2,0
12,7|5|3|2|1|1|1|1|1|1|1,14397926400,3|5,2,17,18,1
12,7|5|3|1|1|1|1|1|1|1|1|1,2944825884,0,1,4,4,0
12,7|5|2|2|2|2|2|2,5930838144,0|2|4|6,4,14,18,0
12,7|5|2|2|2|2|2|1|1,13742520792,0,1,6,6,0
12,7|5|2|2|2|2|1|1|1|1,13514279625,0,1,0,0,0
12,7|5|2|2|2|1|1|1|1|1|1,8314802496,0|2|4|6,4,12,16,0
12,7|5|2|2|1|1|1|1|1|1|1|1,3331520192,0|2|4|6,4,12,16,0
12,7|5|2|1|1|1|1|1|1|1|1|1|1,813701889,0,1,0,0,0
12,7|5|1|1|1|1|1|1|1|1|1|1|1|1,94486392,0,1,6,6,0
12,7|4|4|4|4|1,6871260396,0,1,4,4,0
12,7|4|4|4|3|2,20397062400,3,1,13,13,1
12,7|4|4|4|3|1|1,28995208704,3|5,2,15,16,1
12,7|4|4|4|2|2|1,35302608000,3,1,11,11,1
12,7|4|4|4|2|1|1|1,35337910608,0|4,2,8,10,0
12,7|4|4|4|1|1|1|1|1,13326080768,3,1,13,13,1
12,7|4|4|3|3|3,10708457760,0|4,2,10,12,0
12,7|4|4|3|3|2|1,51254156800,3|5,2,15,16,1
12,7|4|4|3|3|1|1|1,41881968128,0|2|8|10,4,18,25,0
12,7|4|4|3|2|2|2,33034905750,0,1,2,2,0
12,7|4|4|3|2|2|1|1,68840085600,0|4,2,10,12,0
12,7|4|4|3|2|1|1|1|1,52471443024,0|4,2,8,10,0
12,7|4|4|3|1|1|1|1|1|1,18219251050,0,1,2,2,0
12,7|4|4|2|2|2|2|1,28045960800,0|4,2,10,12,0
12,7|4|4|2|2|2|1|1|1,35602145280,3|11,2,23,29,1
12,7|4|4|2|2|1|1|1|1|1,24094029960,0|4,2,6,8,0
12,7|4|4|2|1|1|1|1|1|1|1,9475558400,3|5,2,17,18,1
12,7|4|4|1|1|1|1|1|1|1|1|1,1797818000,0|4,2,8,10,0
12,7|4|3|3|3|3|1,15815568384,3|5,2,17,18,1
12,7|4|3|3|3|2|2,22551828992,3|5,2,15,16,1
12,7|4|3|3|3|2|1|1,44057654784,3|5,2,15,16,1
12,7|4|3|3|3|1|1|1|1,26652161536,3|5,2,15,16,1
12,7|4|3|3|2|2|2|1,39755149434,0,1,2,2,0
12,7|4|3|3|2|2|1|1|1,49064206464,3,1,11,11,1
12,7|4|3|3|2|1|1|1|1|1,30920671782,0,1,2,2,0
12,7|4|3|3|1|1|1|1|1|1|1,9768439296,3|5,2,15,16,1
12,7|4|3|2|2|2|2|2,12426518016,3|5,2,15,16,1
12,7|4|3|2|2|2|2|1|1,28555887360,3,1,13,13,1
12,7|4|3|2|2|2|1|1|1|1,27536034240,3,1,9,9,1
12,7|4|3|2|2|1|1|1|1|1|1,16280732160,3|5,2,15,16,1
12,7|4|3|2|1|1|1|1|1|1|1|1,5983138304,3|5,2,15,16,1
12,7|4|3|1|1|1|1|1|1|1|1|1|1,1144547712,3,1,11,11,1
12,7|4|2|2|2|2|2|2|1,6150498816,3|5,2,15,16,1
12,7|4|2|2|2|2|2|1|1|1,8589075495,0,1,0,0,0
12,7|4|2|2|2|2|1|1|1|1|1,6977456640,3|5,2,15,16,1
12,7|4|2|2|2|1|1|1|1|1|1|1,3807451648,0|2|8|10,4,18,25,0
12,7|4|2|2|1|1|1|1|1|1|1|1|1,1402745344,3|5,2,15,16,1
12,7|4|2|1|1|1|1|1|1|1|1|1|1|1,324342711,0,1,0,0,0
12,7|4|1|1|1|1|1|1|1|1|1|1|1|1|1,36917760,3|5,2,15,16,1
12,7|3|3|3|3|3|2,4077451224,0,1,6,6,0
12,7|3|3|3|3|3|1|1,6425074656,0|4,2,10,12,0
12,7|3|3|3|3|2|2|1,11685817000,0,1,6,6,0
12,7|3|3|3|3|2|1|1|1,13326080768,3,1,13,13,1
12,7|3|3|3|3|1|1|1|1|1,6558930378,0,1,2,2,0
12,7|3|3|3|2|2|2|2,6067635750,0,1,2,2,0
12,7|3|3|3|2|2|2|1|1,13742520792,0|2,2,6,8,0
12,7|3|3|3|2|2|1|1|1|1,12777137100,0|2,2,4,6,0
12,7|3|3|3|2|1|1|1|1|1|1,6944749812,0,1,4,4,0
12,7|3|3|3|1|1|1|1|1|1|1|1,2002115500,0,1,4,4,0
12,7|3|3|2|2|2|2|2|1,6213259008,3,1,13,13,1
12,7|3|3|2|2|2|2|1|1|1,8605010700,0|2,2,4,6,0
12,7|3|3|2|2|2|1|1|1|1|1,6871737600,3,1,13,13,1
12,7|3|3|2|2|1|1|1|1|1|1|1,3624401088,0|4,2,12,14,0
12,7|3|3|2|1|1|1|1|1|1|1|1|1,1238688000,3,1,13,13,1
12,7|3|3|1|1|1|1|1|1|1|1|1|1|1,229466952,0|2,2,6,8,0
12,7|3|2|2|2|2|2|2|2,1121838432,0|4,2,10,12,0
12,7|3|2|2|2|2|2|2|1|1,2702855925,0,1,0,0,0
12,7|3|2|2|2|2|2|1|1|1|1,2887084200,0,1,6,6,0
12,7|3|2|2|2|2|1|1|1|1|1|1,2038517600,0|4,2,10,12,0
12,7|3|2|2|2|1|1|1|1|1|1|1|1,1014485472,0|4,2,10,12,0
12,7|3|2|2|1|1|1|1|1|1|1|1|1|1,352372328,0,1,6,6,0
12,7|3|2|1|1|1|1|1|1|1|1|1|1|1|1,79676025,0,1,0,0,0
12,7|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,9439200,0|4,2,10,12,0
12,7|2|2|2|2|2|2|2|2|1,315517059,0,1,0,0,0
12,7|2|2|2|2|2|2|2|1|1|1,465163776,3|5,2,15,16,1
12,7|2|2|2|2|2|2|1|1|1|1|1,416440024,0,1,6,6,0
12,7|2|2|2|2|2|1|1|1|1|1|1|1,264854016,3,1,15,15,1
12,7|2|2|2|2|1|1|1|1|1|1|1|1|1,123559128,0,1,6,6,0
12,7|2|2|2|1|1|1|1|1|1|1|1|1|1|1,41840128,3|5,2,15,16,1
12,7|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1,9828567,0,1,0,0,0
12,7|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1444608,3,1,13,13,1
12,7|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,100947,0,1,0,0,0
12,6|6|6|6,140229804,0,1,4,4,0
12,6|6|6|5|1,1963217256,0|2,2,6,8,0
12,6|6|6|4|2,5889651768,0|2,2,6,8,0
12,6|6|6|4|1|1,7138971840,0|2|4|6,4,12,23,0
12,6|6|6|3|3,4090035950,0,1,2,2,0
12,6|6|6|3|2|1,15229806592,5,1,17,17,1
12,6|6|6|3|1|1|1,10708457760,0|4,2,10,12,0
12,6|6|6|2|2|2,5830160336,0|2,2,8,10,0
12,6|6|6|2|2|1|1,11243880648,0,1,6,6,0
12,6|6|6|2|1|1|1|1,7207615800,0,1,6,6,0
12,6|6|6|1|1|1|1|1|1,1812200544,0|2,2,10,12,0
12,6|6|5|5|2,5235246016,0|2|4|6,4,12,21,0
12,6|6|5|5|1|1,6195607704,0|2,2,6,8,0
12,6|6|5|4|3,10470492032,3,1,11,11,1
12,6|6|5|4|2|1,31233001800,0|2,2,6,8,0
12,6|6|5|4|1|1|1,20397062400,3,1,13,13,1
12,6|6|5|3|3|1,25298731458,0,1,2,2,0
12,6|6|5|3|2|2,28912835952,0|2,2,8,10,0
12,6|6|5|3|2|1|1,52055003000,0,1,6,6,0
12,6|6|5|3|1|1|1|1,26212186440,0,1,6,6,0
12,6|6|5|2|2|2|1,26652161536,3,1,15,15,1
12,6|6|5|2|2|1|1|1,29599275552,0|4,2,10,12,0
12,6|6|5|2|1|1|1|1|1,15250726656,3,1,13,13,1
12,6|6|5|1|1|1|1|1|1|1,3365515296,0|2,2,10,12,0
12,6|6|4|4|4,3272028760,0|2,2,6,8,0
12,6|6|4|4|3|1,24094029960,0|2,2,6,8,0
12,6|6|4|4|2|2,22844709888,0|4|8|12,4,20,42,0
12,6|6|4|4|2|1|1,40156716600,0|2,2,6,8,0
12,6|6|4|4|1|1|1|1,18877089000,0|2,2,6,8,0
12,6|6|4|3|3|2,28912835952,0|2,2,8,10,0
12,6|6|4|3|3|1|1,42164552430,0,1,2,2,0
12,6|6|4|3|2|2|1,62466003600,0|2,2,8,10,0
12,6|6|4|3|2|1|1|1,64433797120,5,1,17,17,1
12,6|6|4|3|1|1|1|1|1,26212186440,0|2,2,6,8,0
12,6|6|4|2|2|2|2,18399077424,0|2,2,8,10,0
12,6|6|4|2|2|2|1|1,39465700736,0|2|4|6,4,14,23,0
12,6|6|4|2|2|1|1|1|1,32619609792,0|2|4|6,4,12,19,0
12,6|6|4|2|1|1|1|1|1|1,14456417976,0|2,2,6,8,0
12,6|6|4|1|1|1|1|1|1|1|1,2944825884,0|2,2,4,6,0
12,6|6|3|3|3|3,5830160336,0|2,2,8,10,0
12,6|6|3|3|3|2|1,28555887360,3,1,13,13,1
12,6|6|3|3|3|1|1|1,23596361250,0,1,2,2,0
12,6|6|3|3|2|2|2,19469923200,0|2|4|6,4,14,25,0
12,6|6|3|3|2|2|1|1,40774512240,0|2,2,8,10,0
12,6|6|3|3|2|1|1|1|1,31461815000,0|2,2,6,8,0
12,6|6|3|3|1|1|1|1|1|1,11218384320,0|2|4|6,4,12,19,0
12,6|6|3|2|2|2|2|1,20181324240,0|2,2,8,10,0
12,6|6|3|2|2|2|1|1|1,25773518848,3|5|7|9,4,21,25,1
12,6|6|3|2|2|1|1|1|1|1,17668955304,0|2,2,6,8,0
12,6|6|3|2|1|1|1|1|1|1|1,7138971840,3,1,9,9,1
12,6|6|3|1|1|1|1|1|1|1|1|1,1443542100,0|2,2,4,6,0
12,6|6|2|2|2|2|2|2,2883046320,0,1,8,8,0
12,6|6|2|2|2|2|2|1|1,6672192912,0|2,2,8,10,0
12,6|6|2|2|2|2|1|1|1|1,6544057520,0|2,2,8,10,0
12,6|6|2|2|2|1|1|1|1|1|1,4008235231,0,1,0,0,0
12,6|6|2|2|1|1|1|1|1|1|1|1,1594457865,0,1,0,0,0
12,6|6|2|1|1|1|1|1|1|1|1|1|1,384944560,0|2,2,8,10,0
12,6|6|1|1|1|1|1|1|1|1|1|1|1|1,43835792,0|2,2,8,10,0
12,6|5|5|5|3,3926434512,0|4,2,8,10,0
12,6|5|5|5|2|1,10878433280,5,1,17,17,1
12,6|5|5|5|1|1|1,6871260396,0,1,4,4,0
12,6|5|5|4|4,3786204708,0,1,4,4,0
12,6|5|5|4|3|1,26027501500,0,1,4,4,0
12,6|5|5|4|2|2,24094029960,0|2,2,6,8,0
12,6|5|5|4|2|1|1,42068941200,0,1,8,8,0
12,6|5|5|4|1|1|1|1,19460562660,0,1,4,4,0
12,6|5|5|3|3|2,25298731458,0,1,2,2,0
12,6|5|5|3|3|1|1,36646722112,0|2|4|6,4,12,16,0
