m,lam,parity,Jstar,Jsize,mu,vpi,vpi_minus_mu,Mvec,valvec
12,6|5|5|2|2|1|1|1|1,0,0|4,2,12,14,2,25496328000|13579566000|7205484000|3810526200|2009191600|1056662100|554476700|290402800|151845120|79278720|41331900|21514350|11177100,12|13|14|13|12|15|14|21|24|27|16|17|16
12,6|5|4|4|3|2,0,0|2,2,6,8,2,31233001800|15955990050|8160966450|4178477940|2141424740|1098359535|563757545|289532215|148768620|76470345|39319245|20221740|10401930,6|7|6|11|8|11|10|13|12|13|12|19|14
12,6|5|4|4|2|2|1,0,0|2,2,6,8,2,53006865912|27463702266|14227782426|7369984908|3817211112|1976842296|1023614658|529942203|274305808|141952743|73442547|37988346|19645956,6|7|6|11|10|17|12|13|16|13|12|17|16
12,6|5|4|4|1|1|1|1|1,0,0|2,2,8,10,2,19632172560|10456265820|5550994020|2938583076|1551813120|817730485|430090925|225827665|118394164|61983810|32409930|16927680|8833440,8|9|8|11|22|11|10|13|12|15|14|27|22
12,6|5|4|3|3|1|1|1,1,5|7,2,19,20,1,58576179200|30879833600|16256460800|8547110400|4488369920|2354287600|1233536480|645628760|337572480|176326720|92012800|47969680|24984960,24|23|26|25|20|19|20|19|22|25|28|23|26
12,6|5|4|2|2|2|1|1|1,0,0|2|4|6,4,12,19,7,47117214144|25607181600|13867785360|7484718384|4026525360|2159434992|1154719830|615764100|327512360|173775072|91993464|48594480|25615920,12|15|12|15|12|19|12|17|14|23|18|23|20
12,6|5|3|3|3|2|2,0,0|4,2,10,12,2,24986401440|13307974680|7082537280|3765725964|1999936120|1060784270|561862870|297159485|156922836|82741260|43563660|22905960|12030480,10|11|16|11|10|13|12|13|12|17|16|21|20
12,6|5|3|3|2|2|1|1|1,0,0|2,2,6,8,2,53006865912|29000133162|15814097442|8595821520|4657453944|2515640127|1354603437|727231722|389293044|207820431|110661579|58792734|31176684,6|7|6|15|10|11|10|15|12|13|12|17|16
12,6|5|3|3|1|1|1|1|1|1|1,0,0|4,2,6,8,2,10326012840|5873855130|3317293980|1860791049|1037140650|574603380|316552590|173470005|94593396|51348060|27759060|14952960|8030880,6|7|8|7|6|15|12|13|12|17|16|33|22
12,6|5|3|2|2|2|2|1|1,0,0|2,2,10,12,2,29745716000|16489473000|9107631000|5011617000|2747243200|1500213000|816119300|442311800|238853160|128541370|68957250|36889050|19687800,10|11|10|13|16|17|14|19|14|15|14|17|18
12,6|5|3|2|2|2|1|1|1|1,0,0|2,2,6,8,2,28542158568|16029110790|8955798390|4978697724|2754153864|1516251429|830853045|453232395|246181012|133181307|71785539|38567760|20665260,6|7|6|11|10|11|10|13|12|13|12|23|16
12,6|5|3|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,1132625340|685320405|409962905|242533764|141952800|82235505|47178945|26820675|15118656|8456715|4697835|2594240|1425600,4|5|4|11|14|11|10|13|20|13|12|27|24
12,6|5|2|2|2|1|1|1|1|1|1|1,1,5|7,2,21,22,1,3583483904|2122824704|1246429184|725517312|418735616|239683808|136099648|76689648|42900480|23838304|13167232|7236592|3962112,26|25|36|27|22|21|22|21|28|23|26|23|28
12,6|4|4|4|4|2,0,0|2,2,6,8,2,6195607704|3210043122|1665902862|865799766|450525348|234665379|122318397|63785907|33267300|17347257|9040923|4707549|2447874,6|7|6|9|8|11|10|13|12|13|12|15|14
12,6|4|4|4|3|3,0,0|2|4|6,4,12,23,11,7138971840|3724680960|1945984560|1017858816|532877904|279157060|146296450|76676250|40179104|21043296|11011680|5755200|3003000,12|21|12|23|12|15|12|15|18|23|22|27|18
12,6|4|4|4|3|1|1|1,0,0|4,2,8,10,2,24666062960|13137359620|6991735520|3718363726|1976092580|1049368320|556762360|295100295|156223172|82584250|43581860|22952545|12058970,8|9|14|9|8|27|16|13|12|15|16|15|14
12,6|4|4|4|2|2|2,0,0|2,2,6,8,2,15935205000|8487228750|4519173750|2405364000|1279603000|680270500|361352000|191752250|101628800|53783625|28412925|14978700|7877100,6|7|6|17|10|15|22|15|22|13|12|19|16
12,6|4|4|4|2|2|1|1,0,0|2|4|6,4,12,21,9,32619609792|17491674816|9369516816|5013455040|2679664944|1430614548|762821334|406183974|215946360|114603336|60696576|32071248|16900488,12|17|12|19|12|15|12|15|14|19|34|23|18
12,6|4|4|4|2|1|1|1|1,0,0|2|4|6,4,14,21,7,23796572800|12932920000|7010650400|3791334560|2045806880|1101579440|591913460|317378040|169797040|90625640|48244700|25610200|13552000,14|17|14|17|14|19|14|19|16|19|16|21|26
12,6|4|4|4|1|1|1|1|1|1,0,0|2,2,8,10,2,7495920432|4155347196|2293006716|1260087192|689833872|376317669|204602907|110881512|59896676|32248902|17303706|9251088|4926768,8|9|8|13|12|11|10|19|12|15|14|23|20
12,6|4|4|3|3|3|1,0,0|4,2,10,12,2,18323361056|9759181432|5199033840|2769754988|1475273800|785444660|417892970|222131385|117931660|62516524|33079256|17464062|9195340,10|11|12|11|10|15|12|13|12|17|18|17|16
12,6|4|4|3|3|2|1|1,0,0|4,2,10,12,2,48929414688|26414792712|14245369776|7673894316|4128850440|2218497666|1190253834|637518987|340821852|181816380|96756228|51346152|27160056,10|11|12|11|10|13|12|13|12|17|16|21|18
12,6|4|4|3|3|1|1|1|1,0,0|4,2,8,10,2,28912835952|15818254452|8632673712|4700050758|2553041556|1383618990|748104390|403513110|217091952|116476218|62305632|33217767|17643582,8|9|12|9|8|13|12|15|16|15|22|15|14
12,6|4|4|3|2|2|1|1|1,0,0|2|4|6,4,12,23,11,49564861632|27296590464|14992445520|8212692384|4486987440|2444975676|1328691222|720055170|389082744|209590416|112524012|60189624|32064120,12|19|12|17|12|15|12|15|14|21|16|21|18
12,6|4|4|2|2|2|2|2,0,0|4,2,10,12,2,9866425184|5469431352|3025109472|1669022124|918391320|503930504|275693572|150358607|81732980|44272732|23890188|12837594|6866244,10|11|14|11|10|17|14|13|12|17|16|17|16
12,6|4|4|2|2|2|2|1|1,0,0|2|4|6,4,12,19,7,22529482560|12570798240|6992846640|3877786224|2143464336|1180909080|648405810|354782160|193419576|105045984|56817720|30595500|16394400,12|15|12|15|12|17|12|21|14|23|18|19|22
12,6|4|4|2|2|2|1|1|1|1,0,0|2|4|6,4,12,21,9,21416915520|12105213120|6811449840|3815952192|2128613136|1182346620|653971170|360191370|197534120|107852160|58613700|31696500|17047800,12|17|12|19|12|15|12|15|14|27|16|19|18
12,6|4|4|2|2|1|1|1|1|1|1,0,0|4,2,6,8,2,12333031480|7104898570|4066905920|2313739967|1308639178|735993720|411672030|229035065|126749476|69769574|38194100|20788075|11244310,6|7|16|7|6|17|12|13|12|15|16|15|14
12,6|4|4|2|1|1|1|1|1|1|1|1,0,0|4,2,8,10,2,4317301296|2549710548|1493002368|867137238|499731012|285863886|162365148|91589778|51321144|28567242|15795432|8673291|4727646,8|9|18|9|8|13|14|15|14|15|18|15|14
12,6|4|4|1|1|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,24,12,747892288|455238784|274177904|163440992|96468944|56400916|32676138|18766358|10687096|6035896|3380824|1877612|1033472,12|19|12|17|12|15|12|15|14|19|18|19|28
12,6|4|3|3|3|3|1|1,0,0|4,2,10,12,2,16309804896|8923117896|4877387856|2662983972|1451967000|790385904|429432894|232807239|125893908|67884480|36486288|19538838|10419948,10|11|12|11|10|19|12|13|12|25|20|17|16
12,6|4|3|3|2|2|2|1|1,0,0|2,2,6,8,2,32855495400|18451455750|10333948950|5770924380|3212880840|1782933945|986008905|543294045|298186980|162973755|88670295|48006630|25851420,6|7|6|11|10|11|10|13|12|13|12|17|16
12,6|4|3|3|2|2|1|1|1|1,0,0|2,2,10,12,2,30289637664|17229975048|9760659480|5506681752|3093934272|1731087072|964433844|534949320|295366536|162300186|88728282|48243294|26076600,10|11|10|13|16|21|14|19|14|15|14|17|18
12,6|4|3|2|2|2|2|1|1|1,0,0|2,2,6,8,2,18739801080|10795754970|6192811170|3536776152|2010693048|1137709755|640601565|358864590|199969252|110808663|61041855|33416460|18170460,6|7|6|13|10|11|10|15|12|13|12|19|16
12,6|4|3|2|2|1|1|1|1|1|1|1,0,0|4,2,12,14,2,7698891200|4602598000|2730041600|1606959640|938800720|544403860|313383840|179080160|101582320|57193240|31955720|17713630|9737420,12|13|20|13|12|15|20|23|16|19|18|17|16
12,6|4|3|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,452895300|287161875|179954775|111463560|68246880|41312115|24728085|14638440|8571360|4964625|2844405|1611720|902880,4|5|4|13|14|11|10|19|18|13|12|21|22
12,6|4|2|2|2|2|2|2|2,0,0|4,2,10,12,2,1906340832|1112032152|646330752|374119884|215575128|123606792|70497432|39978657|22534428|12620232|7019784|3876444|2124144,10|11|18|11|10|17|16|13|12|19|18|19|20
12,6|4|2|2|2|2|1|1|1|1|1|1,0,0|4,2,10,12,2,3401510112|2058160104|1236165840|736969428|436077720|256077276|149213862|86259285|49462812|28127736|15858612|8862084|4906440,10|11|12|11|10|15|12|13|12|19|16|19|18
12,6|4|2|2|2|1|1|1|1|1|1|1|1,0,0|4,2,10,12,2,1665760096|1032047016|633477936|385233940|232104600|138548592|81933322|47998587|27852468|16007040|9109548|5132358|2861628,10|11|12|11|10|19|12|13|12|27|16|17|16
12,6|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|4,2,10,12,2,13075040|8953560|6046560|4024716|2639064|1703940|1082900|677235|416724|252296|150300|88110|50820,10|11|14|11|10|15|14|13|12|19|16|17|16
12,6|3|3|3|3|3|3,0,0|2,2,8,10,2,1070845776|593621028|329084028|182359476|100965384|55824951|30808653|16961553|9309888|5091156|2771712|1500906|807576,8|9|8|11|10|11|10|13|20|17|28|17|18
12,6|3|3|3|3|3|1|1|1,0,0|2|4|6,4,12,21,9,5235246016|2959052096|1669455216|939960736|528004048|295809228|165219538|91957278|50974448|28124672|15433636|8416056|4555496,12|17|12|17|12|15|12|15|16|31|16|21|18
12,6|3|3|3|3|2|2|1|1,0,0|2,2,6,8,2,10326012840|5873855130|3334299930|1888269084|1066522860|600582450|337052070|188426205|104874576|58077405|31975965|17487360|9489150,6|7|6|11|8|13|12|13|16|13|12|33|14
12,6|3|3|3|3|2|1|1|1|1,0,0|2,2,6,8,2,8745240504|5038018986|2892447558|1654822806|943297628|535618902|302857268|170460514|95455528|53150769|29405607|16149903|8795094,6|7|6|9|8|13|14|15|14|13|12|15|14
12,6|3|3|3|2|2|2|2|1,0,0|2,2,6,8,2,7011490200|4039228050|2320997250|1329805620|759421520|432106675|244864675|138126385|77517040|43251285|23973825|13188450|7192020,6|7|6|11|12|11|10|13|16|13|12|17|16
12,6|3|3|3|2|2|2|1|1|1,1,5|7|9|11,4,25,29,4,9493905408|5520912384|3199033344|1846640640|1061685248|607757696|346283008|196295488|110647296|61979328|34473984|19022112|10399872,30|29|30|37|26|25|30|25|30|25|34|25|26
12,6|3|3|3|2|2|1|1|1|1|1,0,0|2,2,4,6,2,7228208988|4268833569|2508150879|1466073999|852464106|492993072|283491306|162039591|92020656|51889059|29031309|16100667|8840502,4|5|4|7|6|19|12|13|16|13|12|15|14
12,6|3|3|3|1|1|1|1|1|1|1|1|1,0,0|2,2,6,8,2,898909000|556932750|341976250|208140350|125581500|75113225|44534875|26169600|15235740|8783755|5011125|2826175|1573550,6|7|6|9|8|11|10|29|12|13|12|15|14
12,6|3|3|2|2|2|2|2|2,0,0|2|4|6,4,12,19,7,2013556160|1181869920|691555920|403210896|234144240|135355000|77854590|44531760|25313624|14289400|8003160|4442460|2440680,12|15|12|15|12|17|12|21|14|19|18|19|18
12,6|3|3|2|2|2|2|2|1|1,0,0|2,2,6,8,2,4818805992|2845889046|1674368046|981022536|572182416|332075289|191683467|109989432|62700400|35483571|19917711|11077308|6095628,6|7|6|13|12|11|10|19|16|13|12|19|16
12,6|3|3|2|2|2|2|1|1|1|1,0,0|2,2,4,6,2,5070292500|3031153125|1802945625|1066767000|627708250|367207750|213485000|123289250|70687400|40208475|22671375|12657600|6987750,4|5|4|13|6|13|16|15|14|13|12|27|14
12,6|3|3|2|2|2|1|1|1|1|1|1,0,0|2|4|6,4,12,23,11,3482267712|2119641216|1281517776|769536768|458908912|271727148|159708934|93143414|53874912|30885288|17534076|9847068|5462688,12|19|12|23|12|15|12|15|18|19|16|19|22
12,6|3|3|2|2|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,21,9,1647455040|1026674880|634294480|388509024|235913520|142005220|84717870|50076810|29315776|16986600|9734040|5510340|3076920,12|17|12|17|12|15|12|15|20|19|18|19|18
12,6|3|3|2|1|1|1|1|1|1|1|1|1|1,0,0|2,2,6,8,2,516636120|331320990|210257190|132032472|82039100|50435385|30673115|18449200|10970372|6445155|3738075|2137740|1203510,6|7|6|13|8|11|10|21|12|13|12|19|14
12,6|3|3|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,89237148|59168109|38760969|25082616|16030040|10115573|6301399|3873814|2349116|1404285|826773|478764|272184,4|5|4|13|10|11|10|15|12|13|12|19|18
12,6|3|2|2|2|2|1|1|1|1|1|1|1,0,0|2|4|6,4,14,21,7,951862912|600087488|375289824|232789024|143185120|87303216|52744044|31556672|18684736|10939264|6325892|3608088|2026024,14|17|14|17|14|19|14|25|20|27|16|21|18
12,6|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,19,7,3328192|2387616|1689936|1179120|810288|547904|364182|237692|152152|95392|58476|34968|20328,12|15|12|15|12|23|12|17|14|23|16|21|18
12,6|2|2|2|2|2|2|2|2|2,0,0|2,2,6,8,2,93486536|57921006|35750286|21966516|13425984|8155862|4919552|2943397|1744612|1022899|592203|337788|189288,6|7|6|11|16|13|26|13|12|13|12|19|18
12,6|2|2|2|2|2|2|1|1|1|1|1|1,0,0|2,2,8,10,2,203851760|130731020|83250020|52622276|33000520|20519485|12640635|7707455|4645984|2764580|1620920|934220|527660,8|9|8|11|10|11|10|13|18|17|18|19|16
12,6|2|2|2|2|2|1|1|1|1|1|1|1|1,0,0|2,2,8,10,2,117056016|76764996|49904316|32150196|20517048|12962439|8101809|5004909|3052224|1834812|1085148|629838|357588,8|9|8|11|10|11|10|13|20|17|16|17|16
12,6|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,3539700|2552175|1816875|1276020|883320|602100|403650|265785|171600|108405|66825|40050|23220,4|5|4|11|10|15|12|13|16|13|12|17|16
12,6|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,497420|373065|276165|201552|144840|102340|70980|48230|32032|20735|13035|7920|4620,4|5|4|15|10|15|14|15|18|13|12|23|16
12,5|5|5|5|2|2,0,0|2,2,6,8,2,3272028760|1671579910|855882170|439247666|225965168|116527840|60239630|31217305|16216452|8444021|4407335|2306095|1210000,6|7|6|9|12|21|12|13|12|13|12|15|20
12,5|5|5|4|4|1,0,0|4,2,8,10,2,3926434512|2005895892|1027612872|527911098|271951108|140475192|72754682|37778517|19666164|10262430|5367744|2813679|1477674,8|9|10|9|8|17|12|13|12|15|24|15|14
12,5|5|5|4|3|1|1,1,3|5,2,15,16,1,14685884928|7635595968|3975411648|2072856240|1082545152|566298148|296749608|155774448|81916352|43153200|22772736|12038136|6374016,18|17|16|15|24|15|16|21|20|21|32|21|26
12,5|5|5|3|3|2|1,1,3|5,2,15,16,1,19037258240|10035945920|5295442880|2796746160|1478533888|782458300|414542600|219877700|116766720|62086192|33052480|17616280|9398400,18|17|16|15|20|15|16|17|30|21|24|21|26
12,5|5|5|3|3|1|1|1,0,0|2|4|6,4,12,16,4,15297796800|8147739600|4338406800|2309945040|1230088080|655257330|349220670|186236130|99393280|53090520|28383000|15186600|8131200,12|13|12|15|12|13|12|15|24|19|18|21|26
12,5|5|5|3|2|2|2,0,0|4,2,10,12,2,11660320672|6210388184|3308476080|1763004516|939778840|501171216|267412852|142778405|76290452|40797764|21835912|11696454|6269340,10|11|12|11|10|19|14|13|12|17|18|17|16
12,5|5|5|3|1|1|1|1|1|1,0,0|4,2,12,14,2,6040668480|3348631440|1848696960|1017048120|557883216|305284540|166740860|90938820|49544320|26971728|14675220|7981050|4338180,12|13|18|13|12|15|14|17|22|21|16|17|16
12,5|5|5|2|1|1|1|1|1|1|1,1,3|5,2,17,18,1,2761448448|1575826560|893650560|503966496|282813696|158035064|87992080|48847080|27050688|14950488|8248752|4543440|2497440,20|19|18|17|20|17|18|19|20|19|20|23|22
12,5|5|4|4|4|2,0,0|2|4|6,4,12,21,9,5235246016|2731432704|1428533392|748864688|393451344|207162956|109301214|57781752|30603776|16238624|8631552|4595888|2451064,12|21|12|15|12|15|12|19|26|23|28|23|18
12,5|5|4|4|4|1|1,0,0|4,2,8,10,2,6884008560|3616598700|1903154760|1003183974|529693164|280155720|148420260|78757155|41857708|22281138|11878560|6342105|3390750,8|9|10|9|8|17|14|13|12|15|22|15|14
12,5|5|4|4|3|3,0,0|2,2,6,8,2,5889651768|3094201110|1629086030|859465464|454312716|240591065|127632945|67822020|36097348|19242243|10273083|5493070|2941950,6|7|6|13|8|11|10|17|12|13|12|17|14
12,5|5|4|4|2|2|2,0,0|2|4|6,4,12,24,12,12850149312|6890659776|3697068336|1984703760|1066059696|572962364|308136522|165824232|89301240|48127392|25958592|14014176|7573896,12|17|12|15|12|15|12|19|14|23|24|25|18
12,5|5|4|4|2|2|1|1,0,0|2,2,6,8,2,26235721512|14163487338|7644472654|4125524130|2226467880|1201731076|648777024|350365092|189287000|102313575|55335273|29949227|16224516,6|7|6|9|10|15|22|17|14|13|12|15|16
12,5|5|4|4|2|1|1|1|1,0,0|2,2,8,10,2,19028105712|10410304212|5685809052|3101183316|1689655968|919853935|500482455|272204415|148018108|80485902|43770762|23811942|12961872,8|9|8|11|14|11|10|13|12|15|14|17|20
12,5|5|4|4|1|1|1|1|1|1,0,0|2|4|6,4,14,21,7,5930838144|3309235776|1839735648|1019611584|563613984|310878864|171173196|94116708|51691248|28366632|15558228|8531292|4679136,14|17|14|19|14|19|14|17|16|19|16|19|22
12,5|5|4|3|3|2|2,0,0|4,2,10,12,2,19275223968|10405827432|5620882176|3037751964|1642475640|888448392|480782358|260286999|140979636|76397580|41423544|22474386|12201948,10|11|20|11|10|17|12|13|12|17|18|17|16
12,5|5|4|3|2|2|1|1|1,0,0|2,2,6,8,2,36999094440|20510367570|11349383430|6269966010|3458823368|1905626415|1048744235|576634695|316817340|173969187|95492565|52405815|28759500,6|7|6|9|10|11|10|13|12|13|12|15|16
12,5|5|4|3|1|1|1|1|1|1|1,0,0|4,2,12,14,2,6731030592|3877658928|2221506144|1266356520|718667664|406244124|228846816|128529048|72001904|40248432|22458576|12514194|6965772,12|13|14|13|12|15|20|19|16|21|20|17|16
12,5|5|4|2|2|2|2|1|1,0,0|2,2,10,12,2,16309804896|9159491880|5132948040|2870497872|1602066048|892461768|496308780|275579220|152813304|84642570|46840446|25902360|14315400,10|11|10|15|18|17|14|17|14|15|14|21|18
12,5|5|4|2|2|2|1|1|1|1,0,0|2,2,6,8,2,15444891000|8785680750|4979933250|2813432850|1584615000|890017925|498632475|278736150|155512140|86620455|48181725|26770425|14859900,6|7|6|9|10|11|10|15|12|13|12|15|16
12,5|5|4|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,519675156|318206889|192991227|115993449|69127344|40876121|23999349|14001057|8122296|4688847|2695257|1543443|880704,4|5|4|7|12|11|10|13|14|13|12|15|24
12,5|5|3|3|3|3|2,0,0|4,2,10,12,2,6425074656|3515167656|1924418496|1054050660|577515432|316482374|173451234|95065299|52104780|28560168|15657228|8586468|4711608,10|11|16|11|10|13|12|13|12|19|16|19|18
12,5|5|3|3|3|2|2|1,0,0|4,2,10,12,2,17847429600|9893683800|5482214400|3036208500|1680563560|929620900|513896690|283903305|156751980|86506440|47725200|26327730|14527260,10|11|24|11|10|15|12|13|12|19|20|17|16
12,5|5|3|3|3|1|1|1|1|1,0,0|4,2,8,10,2,9708217200|5522427900|3131614200|1770802110|998703420|561899470|315444030|176731920|98839840|55192950|30782340|17153235|9554490,8|9|10|9|8|13|12|21|18|15|16|15|14
12,5|5|3|3|2|2|2|2,0,0|4,2,10,12,2,8761465440|4920388200|2760254640|1546574796|865426536|483627300|269907120|150439275|83751612|46577592|25882740|14375670|7983900,10|11|12|11|10|15|18|13|12|19|16|17|16
12,5|5|3|3|2|2|2|1|1,0,0|2|4|6,4,12,24,12,19732850368|11153350208|6292561968|3543661968|1991980144|1117741548|626108098|350147728|195527640|109044488|60750676|33822096|18825576,12|17|12|15|12|15|12|21|14|19|16|23|18
12,5|5|3|3|2|2|1|1|1|1,0,0|2|4|6,4,12,19,7,18122005440|10374191520|5919866480|3367884960|1910573808|1080947560|610037010|343481250|192993640|108241416|60617640|33911020|18960480,12|15|12|17|12|17|12|15|14|19|18|19|22
12,5|5|3|3|2|1|1|1|1|1|1,0,0|4,2,8,10,2,9637611984|5621940324|3263026104|1885082706|1084337748|621248238|354626748|201755358|114439528|64742706|36547812|20597577|11596662,8|9|10|9|8|13|14|15|14|15|16|15|14
12,5|5|3|3|1|1|1|1|1|1|1|1,0,0|4,2,6,8,2,2677114440|1600448850|950065740|560279421|328396146|191397570|110974230|64041285|36801268|21069738|12025560|6847005|3892350,6|7|8|7|6|13|12|13|12|15|18|15|14
12,5|5|3|2|2|2|2|1|1|1,0,0|2|4|6,4,12,21,9,10873203264|6303306240|3641967120|2097341136|1203889104|688844332|392937270|223493340|126777672|71744184|40519404|22849860|12873960,12|23|12|15|12|15|12|17|14|19|16|19|18
12,5|5|3|1|1|1|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,21,9,251963712|160672512|101372752|63297936|39129168|23958012|14537142|8747172|5223288|3098016|1826904|1072324|627264,12|21|12|15|12|15|12|17|14|23|18|19|24
12,5|5|2|2|2|2|2|2|1|1,0,0|4,2,10,12,2,2471182560|1459430280|858999120|503795340|294380712|171365940|99379260|57419145|33058900|18972828|10859400|6203340|3540240,10|11|12|11|10|15|14|13|12|17|18|19|20
12,5|5|2|2|2|2|2|1|1|1|1,0,0|4,2,10,12,2,2617623008|1564883320|931170240|551496660|325105352|190760284|111422410|64796095|37526020|21652036|12453764|7146480|4095960,10|11|16|11|10|15|12|13|12|17|16|23|18
12,5|5|2|2|1|1|1|1|1|1|1|1|1|1,0,0|4,2,10,12,2,296111200|189897400|120551200|75768660|47160520|29078720|17768630|10765545|6471500|3863020|2292340|1354210|797940,10|11|14|11|10|23|12|13|12|17|16|17|16
12,5|5|2|1|1|1|1|1|1|1|1|1|1|1|1,0,0|4,2,10,12,2,62622560|41521480|27209520|17622540|11281192|7139600|4468720|2767695|1697500|1032068|622900|373890|223740,10|11|12|11|10|19|18|13|12|17|16|17|16
12,5|4|4|4|4|3,0,0|2,2,6,8,2,1963217256|1045626582|558425010|298998414|160478604|86324381|46530737|25128040|13592908|7364187|3995037|2169849|1179750,6|7|6|9|8|11|10|19|12|13|12|15|14
12,5|4|4|4|2|2|2|1,0,0|2,2,6,8,2,13742520792|7618136526|4223245026|2341300962|1298024728|719654936|399005398|221227153|122656072|68000289|37694727|20891871|11576796,6|7|6|9|10|17|12|13|14|13|12|15|16
12,5|4|4|4|2|2|1|1|1,1,3|5|7|9,4,21,25,4,16401330176|9181179392|5134097920|2868444544|1601420800|893490976|498238912|277697840|154706048|86147824|47948992|26675264|14833280,24|23|22|21|22|21|22|21|22|21|24|27|26
12,5|4|4|4|2|1|1|1|1|1,0,0|2,2,8,10,2,9637611984|5482264788|3110199300|1760408208|994430736|560776359|315758673|177560460|99728076|55950858|31357458|17556726|9820800,8|9|8|15|12|11|10|17|12|15|14|17|26
12,5|4|4|3|3|3|1|1,0,0|4,2,10,12,2,13088115040|7255368120|4023985680|2232776260|1239360408|688148890|382178830|212283365|117921860|65503232|36381300|20201940|11213840,10|11|12|11|10|13|12|13|12|43|16|19|20
12,5|4|4|3|2|2|2|1|1,0,0|2,2,6,8,2,23352675192|13283949294|7547240610|4282781202|2427447960|1374268833|777145671|438986520|247698108|139609575|78599241|44198847|24823260,6|7|6|9|10|11|10|19|12|13|12|15|16
12,5|4|4|3|2|2|1|1|1|1,0,0|2,2,10,12,2,21246940000|12240085000|7033325000|4031924000|2306304000|1316562000|750145500|426656500|242258200|137332250|77727350|43921900|24778600,10|11|10|17|26|19|14|17|14|15|14|19|18
12,5|4|4|2|2|2|2|1|1|1,0,0|2,2,6,8,2,10326012840|6023507490|3504359430|2033446194|1176923592|679495635|391365675|224891235|128940588|73766619|42110865|23987205|13632300,6|7|6|9|10|11|10|13|12|13|12|15|16
12,5|4|4|2|2|1|1|1|1|1|1|1,0,0|4,2,6,8,2,4077451224|2467153458|1483732800|887225427|527707554|312313254|183981798|107916165|63045108|36692352|21278268|12296196|7080480,6|7|16|7|6|13|12|13|12|27|16|19|22
12,5|4|4|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,4,6,2,208220012|133532399|84798805|53342107|33250672|20548619|12596253|7663250|4629464|2778461|1657271|982597|579040,4|5|4|7|12|11|10|15|14|13|12|15|22
12,5|4|3|3|3|2|2|2,1,3|5,2,15,16,1,8158824960|4655851200|2656455360|1515172464|863792384|492131900|280168840|159356340|90547968|51392568|29133360|16493400|9324480,18|17|16|15|20|15|16|17|24|19|20|21|24
12,5|4|3|3|3|1|1|1|1|1|1,1,3|5,2,15,16,1,6150498816|3643502016|2150156736|1264402608|741080704|433003452|252247112|146527332|84880096|49036176|28253568|16236528|9306528,18|17|16|15|18|15|16|17|18|21|26|23|22
12,5|4|3|3|2|2|2|1|1|1,0,0|2|4|6,4,12,19,7,15705738048|9218585376|5398570320|3154310016|1838826704|1069511872|620632694|359320850|207549944|119604936|68763384|39440808|22569360,12|15|12|21|12|23|12|15|14|19|18|21|20
12,5|4|2|2|2|2|2|2|1|1|1,1,3|5,2,15,16,1,2050166272|1259069504|770548800|469851984|285401088|172668244|104032408|62412700|37281216|22172024|13128976|7741272|4546080,18|17|16|15|30|15|16|17|20|19|20|21|22
12,5|4|2|2|1|1|1|1|1|1|1|1|1|1|1,1,3|5,2,15,16,1,157386240|105779520|70390080|46377360|30256128|19546980|12507480|7928100|4979520|3100032|1913760|1172160|712800,18|17|16|15|24|15|16|17|20|27|22|27|22
12,5|3|3|3|3|3|3|1,0,0|2,2,8,10,2,1308811504|753989236|434730868|250801408|144735448|83528159|48192331|27789398|16010288|9212804|5292968|3034922|1735976,8|9|8|23|10|11|10|15|16|17|18|17|18
12,5|3|3|3|3|3|2|1|1,0,0|2,2,6,8,2,4077451224|2378513214|1387226214|808809408|471328836|274468722|159681852|92790852|53842320|31187511|18027279|10394604|5976234,6|7|6|19|8|13|14|17|16|13|12|19|14
12,5|3|3|3|3|3|1|1|1|1,0,0|2,2,6,8,2,2677114440|1581049470|932471930|549209310|323020308|189701070|111223890|65093595|38018680|22154571|12876765|7462345|4310130,6|7|6|9|8|13|12|13|14|13|12|15|14
12,5|3|3|3|3|2|2|1|1|1,0,0|2|4|6,4,12,24,12,5507206848|3272398272|1941550416|1150151184|680216784|401582532|236631438|139142844|81629136|47765376|27869724|16208676|9392328,12|17|12|15|12|15|12|17|16|27|16|19|18
12,5|3|3|3|2|2|2|2|2,0,0|2,2,6,8,2,1761861640|1053286850|628987590|375099186|223334496|132730675|78721115|46580975|27492024|16179149|9490915|5547465|3229380,6|7|6|9|14|11|10|13|14|13|12|15|16
12,5|3|3|3|2|2|2|2|1|1,0,0|2|4|6,4,12,19,7,4172126400|2509322400|1506601200|902846880|539925360|322168600|191770530|113851650|67398840|39774240|23391000|13703460|7993800,12|15|12|17|12|17|12|15|14|23|18|19|18
