m,lam,parity,Jstar,Jsize,mu,vpi,vpi_minus_mu,Mvec,valvec
13,6|4|4|4|2|2|2|1|1,0,0|2|4|6,4,12,16,4,451980360000|248936875200|136919312400|75204090000|41248836720|22592414000|12355907070|6747137430|3678402800|2001909960|1087461900|589513740|318857760|172036800,12|13|12|13|12|13|12|13|16|15|16|17|22|25
13,6|4|4|4|2|2|1|1|1|1,0,0|2|4|6,4,14,18,4,397742716800|221512097664|123060798432|68206406112|37718759520|20813601120|11460720492|6297301116|3452731536|1888902000|1030981860|561343332|304836576|165072336,14|15|14|15|14|15|14|15|16|17|16|17|22|21
13,6|4|4|3|3|3|2|1,1,5|9,2,19,21,2,456894197760|249534523392|136253286400|74371075584|40573178112|22120088448|12049802976|6557635392|3564619520|1935066336|1048830528|567467648|306400512|165051744,24|23|26|23|20|19|20|23|24|19|24|27|28|23
13,6|4|4|3|3|3|1|1|1,0,0|8,2,14,20,6,397742716800|219064450176|120528902208|66243692736|36366939648|19940876800|10919822472|5971336776|3260279352|1777045896|966775320|524862096|284283648|153575136,14|15|16|17|22|23|16|17|14|15|18|21|28|23
13,6|4|4|3|3|2|2|2,0,0|2,2,6,7,1,343563019800|189223940136|104145173594|57270998862|31463328204|17265976420|9463137915|5179342245|2830364880|1544061792|840733215|456801961|247607514|133855722,6|7|6|7|8|9|10|11|16|19|12|13|14|15
13,6|4|4|3|3|1|1|1|1|1|1,0,0|2,2,4,5,1,240494113860|136896649428|77631070979|43865654217|24702110202|13865016088|7757513841|4326754047|2405710860|1333374672|736639638|405599194|222535236|121633512,4|5|4|5|6|11|10|11|12|17|14|15|16|19
13,6|4|4|3|2|2|2|1|1|1,1,5|7,2,17,22,5,578534860800|326649682944|183963766272|103342966272|57906186624|32363556160|18040993152|10030340856|5561483776|3074981472|1695173760|931605216|510271488|278486208,22|21|22|23|18|17|24|17|26|19|26|23|38|25
13,6|4|4|3|2|1|1|1|1|1|1|1,1,5|9,2,21,23,2,191972352000|111934648320|64915333120|37454453760|21504855552|12289532160|6991538880|3960081600|2233395200|1254215616|701319360|390447200|216395520|119364960,26|25|30|25|22|21|22|23|30|21|24|23|28|23
13,6|4|4|2|2|2|2|2|2,0,0|8,2,16,22,6,85667662080|48764669184|27696345600|15692404608|8868281472|4998203008|2809049424|1574070960|879336528|489657168|271746936|150274608|82783800|45415656,16|17|22|19|18|19|18|19|16|17|18|21|18|19
13,6|4|4|2|2|2|1|1|1|1|1|1,0,0|8,2,14,20,6,138580041600|81442424448|47611591104|27692051904|16026443136|9230151040|5290671144|3018373512|1714006392|968790312|545010480|305134368|169984584|94198104,14|15|16|17|18|19|16|17|14|15|20|23|18|19
13,6|4|4|2|2|1|1|1|1|1|1|1|1,0,0|8,2,14,20,6,61871089280|37122653568|22120466368|13093624128|7700813952|4501091712|2615092792|1510481784|867477800|495394200|281321352|158851440|89177352|49760568,14|15|16|17|18|19|16|17|14|15|18|21|18|19
13,6|4|3|3|3|3|2|2,0,0|2,2,8,9,1,163601438000|91113416240|50716445780|28209327740|15675441056|8700305240|4822138145|2668303715|1473728620|812227024|446579920|244882660|133880560|72950020,8|9|8|9|14|11|10|11|12|17|20|17|20|17
13,6|4|3|3|3|1|1|1|1|1|1|1,0,0|2,2,8,9,1,102360258000|60156336240|35177922780|20472896340|11859649776|6838994240|3926139555|2243876145|1276673020|723065364|407608020|228667560|127634760|70862220,8|9|8|9|12|17|10|11|12|13|16|19|18|17
13,6|4|3|2|2|2|1|1|1|1|1|1|1,1,3|5|7|9,4,19,24,5,76149032960|46275181568|27944657664|16770904192|10003450624|5930566272|3494632032|2046727536|1191389248|689207456|396186560|226273344|128367712|72316816,22|21|20|19|20|19|20|19|20|19|24|25|22|21
13,6|4|2|2|2|2|2|2|2|1|1,0,0|2,2,4,5,1,30580884180|18348530508|10969230195|6532037721|3873421134|2286605178|1343431683|785317995|456623496|264015612|151751421|86683311|49192110|27723762,4|5|4|5|6|7|10|11|14|13|12|13|14|15
13,6|4|2|2|2|2|2|2|1|1|1|1,0,0|2,2,8,9,1,34120086000|20682021360|12479126660|7493866380|4477885776|2661915880|1573888875|925363425|540885660|314228712|181393170|104018530|59235660|33487740,8|9|8|9|12|11|10|11|12|15|14|15|16|17
13,6|4|2|2|2|1|1|1|1|1|1|1|1|1|1,0,0|2,2,8,9,1,5774168400|3713234448|2366765324|1495196868|936223728|581021320|357373797|217847091|131598852|78775032|46721490|27452326|15977148|9208056,8|9|8|9|12|11|10|11|12|15|14|15|16|19
13,6|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2,2,6,7,1,1657261320|1096342104|717869438|465207210|298342044|189330908|118889706|73868964|45410348|27618576|16617873|9891035|5822982|3389958,6|7|6|7|8|9|12|15|12|17|12|13|14|15
13,6|3|3|3|3|3|3|1|1,0,0|2|4|6,4,12,16,4,39774271680|22640739264|12878971248|7319360880|4154845968|2355071888|1332561282|752414826|423791888|238008528|133221276|74278644|41228352|22764456,12|13|12|13|12|13|12|13|16|17|16|17|24|19
13,6|3|3|3|3|3|2|1|1|1,1,5|7,2,17,21,4,89994311680|51919795200|29902792192|17190504448|9862469760|5645595072|3223677600|1835628984|1041990656|589413440|332092032|186273680|103951616|57673824,22|21|22|27|18|17|20|17|28|21|26|21|28|23
13,6|3|3|3|2|2|2|2|2|1,1,5|7,2,17,22,5,54392166400|32049538048|18840791552|11047282176|6459162240|3764797120|2186868416|1265544104|729366272|418451552|238871360|135598144|76492416|42845088,22|21|22|23|18|17|22|17|24|19|24|25|26|23
13,6|3|3|3|2|2|2|1|1|1|1|1,1,5|7,2,17,21,4,65445120000|39367756800|23581401600|14065228800|8352892800|4938395200|2906157600|1701921960|991571200|574536960|330926400|189378000|107602560|60652800,22|21|22|25|18|17|20|17|24|25|24|21|26|29
13,6|3|3|3|2|2|1|1|1|1|1|1|1,0,0|2|4|6,4,14,18,4,37394614400|22897010048|13941062432|8440904736|5082372768|3043087520|1811732692|1072356868|630888624|368808512|214145420|123438524|70589376|40013688,14|15|14|15|14|15|14|15|16|21|16|17|24|19
13,6|3|3|3|2|1|1|1|1|1|1|1|1|1,1,5|7,2,17,21,4,14313728000|8962595840|5571822080|3439472640|2108393856|1283487040|775892320|465739240|277550720|164167168|96341440|56066560|32334720|18464160,22|21|22|29|18|17|20|17|22|27|24|31|26|23
13,6|3|3|2|2|2|2|2|2|2,0,0|2|4|6,4,12,16,4,13258090560|7954854336|4760053584|2839666128|1688295024|1000005552|589888702|346402038|202416416|117639960|67961880|39002568|22217712|12550824,12|13|12|13|12|13|12|13|18|15|18|19|20|19
13,6|3|3|2|2|2|2|1|1|1|1|1|1,0,0|2|4|6,4,12,16,4,27041560000|16724164800|10287550000|6293719600|3828994320|2316211600|1392839170|832419210|494268320|291467680|170612400|99073240|57028720|32508840,12|13|12|13|12|13|12|13|18|19|20|19|20|19
13,6|3|3|2|2|2|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,16,4,14653679040|9243089856|5790408624|3602699568|2226184272|1366077648|832366314|503494866|302274672|180044928|106348500|62257668|36093552|20701824,12|13|12|13|12|13|12|13|16|23|16|17|20|27
13,6|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0,0|2|4|6,4,12,16,4,227240000|155921600|105845200|71067600|47185200|30972400|20094550|12882670|8158800|5102360|3149300|1917100|1149840|678600,12|13|12|13|12|13|12|13|16|15|16|17|20|19
13,6|3|2|2|2|2|2|2|2|1|1|1,1,5|9,2,19,21,2,10336972800|6408923136|3958011904|2434033152|1489971456|907532160|549784416|331102464|198125312|117722976|69409920|40575392|23493888|13457664,24|23|26|23|20|19|20|27|24|19|26|23|28|29
13,6|3|2|2|2|2|2|1|1|1|1|1|1|1,1,5|7,2,19,24,5,6558289920|4187215872|2656582656|1674667008|1048723200|652252288|402773376|246850800|150086272|90478080|54044928|31961328|18694656|10801440,24|23|24|25|20|19|24|19|22|27|28|21|30|23
13,6|3|2|2|2|1|1|1|1|1|1|1|1|1|1|1,1,5|9,2,19,21,2,1279815680|856492032|567998464|373214720|242932992|156618112|99980256|63177600|39501312|24425056|14926272|9007328|5361664|3143712,24|23|26|23|20|19|20|25|26|19|24|23|36|23
13,6|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,5|7,2,17,22,5,65894400|46937088|33065472|23026176|15843456|10765760|7220736|4777704|3116672|2003040|1267200|788304|481536|288288,22|21|22|23|18|17|28|17|22|19|30|21|28|23
13,5|5|5|5|4|1|1,0,0|2,2,6,7,1,58004146200|29983681728|15529203690|8059056720|4190950296|2183970620|1140488180|596816220|312958380|164442852|86578335|45671868|24138180|12779910,6|13|6|13|10|9|14|15|12|13|12|17|16|15
13,5|5|5|5|3|1|1|1,0,0|2,2,8,9,1,116008292400|61038209232|32137012908|16934650980|8932630824|4717039080|2493964265|1320306645|699917400|371554008|197520030|105153642|56062908|29935620,8|9|8|9|10|11|10|11|14|15|14|15|16|17
13,5|5|5|4|4|2|1,1,3|7,2,15,17,2,176774540800|92738643712|48731242560|25648835680|13522130752|7140689920|3777025200|2001099900|1061913920|564419744|300466400|160197312|85537760|45737120,18|17|16|15|16|27|18|15|20|19|22|25|22|23
13,5|5|5|4|4|1|1|1,0,0|2,2,6,7,1,124294599000|65780526240|34839900810|18469217520|9800741808|5206492980|2769082095|1474522860|786153180|419674476|224322195|120055980|64332840|34513050,6|11|6|13|12|9|10|15|12|13|12|17|18|15
13,5|5|5|4|3|2|2,1,3|7,2,15,17,2,247484357120|131357081856|69796382656|37126818976|19770723648|10540075520|5625462544|3005888676|1608027232|861239008|461812128|247923104|133252064|71701344,18|17|16|15|16|23|18|15|18|19|22|23|22|23
13,5|5|5|4|2|2|1|1|1,1,3|5,2,13,15,2,333152019200|180927173504|98179565792|53244885904|28863802240|15643096560|8477244832|4594227316|2490300512|1350270040|732418960|397468456|215814368|117253136,16|15|14|13|18|13|20|15|18|15|20|19|22|21
13,5|5|5|4|1|1|1|1|1|1|1,1,3|7,2,17,19,2,48952949760|27488964096|15377611392|8574022080|4767039360|2644060800|1463618208|808865256|446433600|246145440|135608160|74667384|41097408|22616880,20|19|18|17|18|19|20|17|20|19|22|19|24|21
13,5|5|5|3|3|3|2,0,0|2,2,6,7,1,135343007800|72460564176|38833032238|20831171816|11184680052|6010648280|3232977839|1740475842|937821724|505782368|273023835|147512288|79769074|43171128,6|9|6|11|8|11|10|13|12|19|12|23|14|19
13,5|5|5|3|3|3|1|1,0,0|2,2,6,7,1,207157665000|111546435000|60089579550|32384997450|17462345940|9420836100|5085343510|2746707610|1484511840|802879980|434536575|235351545|127561170|69184830,6|7|6|7|8|9|12|13|18|13|12|13|14|15
13,5|5|5|3|3|2|2|1,0,0|2,2,8,9,1,348024877200|188468856576|102075657684|55292767920|29956663152|16233693320|8799609663|4771527012|2588366620|1404732924|762749910|414384696|225246384|122496660,8|17|8|13|12|11|10|15|12|13|14|19|20|17
13,5|5|5|3|3|1|1|1|1|1,0,0|2,2,6,7,1,175287255000|97082172000|53659004850|29606438400|16311232080|8975369700|4933815920|2710010820|1487651280|816297840|447792975|245603820|134694120|73860930,6|11|6|23|12|9|18|15|16|17|12|17|18|15
13,5|5|5|3|2|2|2|2,0,0|2,2,10,11,1,147646917600|80865081024|44269385160|24224534880|13250537664|7245434560|3960797932|2164849540|1183153720|646641408|353451630|193226124|105652680|57777720,10|13|10|15|16|17|14|15|14|25|14|17|18|19
13,5|5|5|3|2|1|1|1|1|1|1,0,0|2,2,6,7,1,147241294200|83361225024|47023649442|26439606864|14823190800|8289551820|4625623563|2576311584|1432664268|795655392|441408345|244664112|135508296|74996922,6|13|6|13|12|9|10|21|12|19|12|21|18|15
13,5|5|5|3|1|1|1|1|1|1|1|1,0,0|2,2,4,5,1,37288379700|21569893488|12410753355|7106219640|4051187244|2300582310|1301987349|734651730|413467560|232193052|130150485|72835752|40702860|22715550,4|9|4|11|8|7|10|13|14|13|12|19|16|15
13,5|5|5|2|2|1|1|1|1|1|1|1,0,0|2,2,4,5,1,45574686300|26503432956|15332299983|8827133601|5059650024|2888624310|1643282212|931883766|527001132|297318000|167390010|94068018|52773204|29554668,4|5|4|5|10|7|14|13|12|17|14|15|16|17
13,5|5|4|4|4|2|2,0,0|8,2,14,20,6,132580905600|70981777152|38053823808|20427698304|10979789184|5908880640|3183729016|1717394544|927452872|501404400|271361520|147015792|79731168|43284384,14|17|16|19|18|21|16|19|14|17|20|21|22|23
13,5|5|4|4|3|2|1|1|1,1,3|5,2,13,15,2,523524601600|287535819648|157854048352|86632088400|47534095488|26077964880|14305997288|7848176952|4305792960|2362637816|1296661200|711816776|390887904|214740240,16|15|14|13|18|13|16|17|20|15|20|19|22|21
13,5|5|4|4|2|2|2|1|1,0,0|2|4|6,4,14,18,4,366467221120|202966460928|112330169952|62127360064|34341332256|18972898560|10477734652|5784326856|3192449008|1761629408|971983908|536284056|295914080|163315152,14|19|14|17|14|21|14|17|16|19|16|19|22|21
13,5|5|4|4|2|2|1|1|1|1,0,0|2|4|6,4,12,16,4,321253732800|179902090368|100562804496|56123332704|31278039696|17410228800|9680800590|5378080260|2985484320|1656273528|918406620|509073048|282116736|156334464,12|15|12|15|12|17|12|15|18|15|16|19|26|27
13,5|5|4|3|3|2|2|2,0,0|2,2,8,9,1,263655210000|146024424000|80868960900|44779815600|24792009840|13723411000|7595064425|4202656080|2325137500|1286235300|711473400|393538500|217687560|120428100,8|13|8|13|12|11|10|19|12|13|18|17|18|17
13,5|5|4|3|3|1|1|1|1|1|1,0,0|2,2,8,9,1,182298745200|104330974176|59524503324|33865774800|19218863664|10881899600|6148829687|3468043128|1952850420|1098070248|616664700|345942828|193896912|108597060,8|11|8|13|12|13|10|17|12|15|16|17|20|17
13,5|5|4|3|2|2|2|1|1|1,1,5|7|9|11,4,23,28,5,435137331200|247024115712|139971600384|79171444736|44706198528|25204748800|14189270912|7977213504|4479286016|2512397440|1407821760|788218464|441008128|246609792,28|27|30|31|24|23|24|23|24|23|24|23|40|27
13,5|5|3|3|3|3|2|2,0,0|2,2,6,7,1,101695581000|56949525360|31895226090|17863049880|10003054932|5600364120|3134537055|1753798140|980889840|548393328|306482535|171232920|95649390|53426880,6|9|6|11|8|11|10|15|16|17|12|19|14|25
13,5|5|3|3|3|2|2|2|1,1,3|7,2,15,17,2,203970624000|115792554240|65683316160|37227119520|21079914048|11925178880|6739631920|3805213620|2146342880|1209520032|681006240|383141880|215429280|121080960,18|17|16|15|16|23|18|15|18|19|22|19|22|27
13,5|5|3|3|3|2|2|1|1|1,0,0|8,2,14,20,6,261762300800|149808578304|85602400576|48839253760|27822655872|15826595840|8989813096|5099256624|2888558680|1634208688|923488440|521331272|294058688|165765600,14|17|16|21|18|29|16|19|14|17|18|19|24|23
13,5|5|3|3|3|2|1|1|1|1|1,1,3|7,2,15,17,2,176774540800|102529233664|59302241856|34210764640|19687330624|11303190080|6475292928|3701819532|2112146720|1202949200|683999360|388359312|220233728|124776080,18|17|16|15|16|17|26|15|18|17|26|21|42|21
13,5|5|3|3|3|1|1|1|1|1|1|1,0,0|2,2,4,5,1,62147299500|36714712320|21597745455|12654694260|7387277274|4297464990|2491921185|1440604980|830497020|477541284|273948030|156829200|89623380|51145380,4|17|4|9|6|7|10|15|12|13|14|21|16|17
13,5|5|3|3|2|2|2|2|1|1,0,0|8,2,16,22,6,183573561600|106190244864|61313978880|35336096640|20326057344|11669767680|6687333072|3825090240|2184013200|1244896128|708483960|402642504|228559320|129626640,16|21|22|19|18|23|18|23|16|23|18|19|18|21
13,5|5|3|3|2|2|2|1|1|1|1,0,0|8,2,14,20,6,185613267840|108512371968|63257498304|36774371712|21321401088|12329940480|7112483144|4092998672|2350034456|1346422224|769906992|439479216|250494024|142613328,14|17|16|19|20|23|16|19|14|17|20|21|18|21
13,5|5|3|3|1|1|1|1|1|1|1|1|1|1,0,0|8,2,14,20,6,10998416000|6835938560|4217653440|2583975680|1572530432|950949120|571639640|341710160|203204360|120261008|70863560|41594520|24333320|14197040,14|17|16|21|20|21|16|19|14|17|18|19|18|21
13,5|5|3|2|2|2|2|2|1|1|1,1,3|7,2,15,17,2,86780229120|51400597248|30356149824|17874840672|10494154944|6142770816|3585132720|2086390668|1210810272|700818048|404634816|233107128|134034912|76952304,18|17|16|15|16|19|18|15|18|23|24|19|22|21
