n,lambda,Re,Im,v_pi,v2_f,core,quotient_ordered,v_pi_core,v2_f_core,residual
20,7.4.4.4.1,597600,1037280,11,7,3.2.1.1.1,|1|1.1|,9,6,1
20,7.5.1.1.1.1.1.1.1.1,-336375,477000,0,0,,||2.1.1|1,0,0,0
20,7.5.2.1.1.1.1.1.1,-814590,2433144,2,1,,||2|1.1.1,0,0,1
20,7.5.2.2.1.1.1.1,-652800,5203200,16,6,4.4.2.2,1||1|,12,4,2
20,7.5.2.2.2.1.1,0,5918976,16,6,4.4.2.2,|1|1|,12,4,2
20,7.5.2.2.2.2,161700,2658600,4,2,,||2.1|1.1,0,0,2
20,7.5.3.1.1.1.1.1,85050,4591080,2,1,,1.1||2|1,0,0,1
20,7.5.3.2.1.1.1,1958400,10287360,16,9,3.2.2.2.1.1.1,||1|1,12,7,2
20,7.5.3.2.2.1,2719800,9294480,6,3,,1||2.1|1,0,0,3
20,7.5.3.3.1.1,2522240,6102880,10,4,4.2.2,||3|,8,3,1
20,7.5.3.3.2,1953882,3950856,2,1,,1||2|1.1,0,0,1
20,7.5.4.1.1.1.1,1636110,3825360,2,1,,|1.1|2|1,0,0,1
20,7.5.4.2.1.1,4331800,7165600,6,3,,|1|2.1|1,0,0,3
20,7.5.4.2.2,2649600,3794400,10,4,3.3.1.1,||1|2,8,3,1
20,7.5.4.3.1,3218250,3714900,2,1,,|1|2|1.1,0,0,1
20,7.5.4.4,562860,425160,4,2,,1|1|2|1,0,0,2
20,7.5.5.1.1.1,1271130,1189440,2,1,,||2.2|1,0,0,1
20,7.5.5.2.1,2092800,1564800,14,8,7.4.1,|||2,12,7,1
20,7.5.5.3,795648,438144,14,5,4.4.2.2,||1.1|,12,4,1
20,7.6.1.1.1.1.1.1.1,-4800,568896,13,8,3.2.1.1.1,1||1|1,9,6,2
20,7.6.2.1.1.1.1.1,571140,2232480,4,2,,2.1||2|,0,0,2
20,7.6.2.2.1.1.1,1666560,3736320,16,9,3.2.2.2.1.1.1,1||1|,12,7,2
20,7.6.2.2.2.1,1720740,3032904,4,2,,2||2.1|,0,0,2
20,7.6.3.1.1.1.1,1994400,3201120,11,7,5.2.1,|1|2|,9,6,1
20,7.6.3.2.1.1,4503360,5376960,13,8,5.2.1,||2.1|,9,6,2
20,7.6.3.2.2,2606688,2719584,11,7,3.2.1.1.1,1.1||1|,9,6,1
20,7.6.3.3.1,2494240,2115680,11,7,5.2.1,||2|1,9,6,1
20,7.6.4.1.1.1,2487840,1943040,10,3,2.2,1||3|,inf,1,
20,7.6.4.2.1,3924800,2427200,13,8,3.2.1.1.1,1|1|1|,9,6,2
20,7.6.4.3,1376970,611940,2,1,,2|1|2|,0,0,1
20,7.6.5.1.1,1302240,378720,11,7,3.2.1.1.1,1||1.1|,9,6,1
20,7.6.5.2,1089792,226176,14,8,7.4.1,2|||,12,7,1
20,7.6.6.1,233658,-25416,2,1,,2||2|1,0,0,1
20,7.7.1.1.1.1.1.1,180480,262080,12,5,3.3.1.1,1|1|1|,8,3,2
20,7.7.2.1.1.1.1,842100,770280,4,2,,|2.1|2|,0,0,2
20,7.7.2.2.1.1,1362060,934920,4,2,,|2|2.1|,0,0,2
20,7.7.2.2.2,709632,420672,12,5,3.3.1.1,|1|1|1,8,3,2
20,7.7.3.1.1.1,1430400,724800,12,3,2.2,|1|3|,inf,1,
20,7.7.3.2.1,2026080,762720,11,7,3.2.1.1.1,|2|1|,9,6,1
20,7.7.3.3,546770,125440,2,1,,1|2|2|,0,0,1
20,7.7.4.1.1,1090560,168960,21,5,6.3.1.1.1,||2|,15,4,5
20,7.7.4.2,878080,68320,10,4,3.3.1.1,|1.1|1|,8,3,1
20,7.7.5.1,359040,-69600,10,4,3.3.1.1,|1|1.1|,8,3,1
20,7.7.6,37230,-22560,2,1,,|2|2|1,0,0,1
20,8.1.1.1.1.1.1.1.1.1.1.1.1,-10116,-5328,4,2,,|||2.1.1.1,0,0,2
20,8.2.1.1.1.1.1.1.1.1.1.1,-81270,0,2,1,,1.1.1|||2,0,0,1
20,8.2.2.1.1.1.1.1.1.1.1,-255360,95200,10,4,4.2.2,|1.1||1,8,3,1
20,8.2.2.2.1.1.1.1.1.1,-470400,331296,10,4,4.2.2,||1.1|1,8,3,1
20,8.2.2.2.2.1.1.1.1,-576975,588000,0,0,,1|||2.1.1,0,0,0
20,8.2.2.2.2.2.1.1,-471660,607824,4,2,,1.1|||2.1,0,0,2
20,8.2.2.2.2.2.2,-180480,262080,12,5,4.2.2,|1|1|1,8,3,2
20,8.3.1.1.1.1.1.1.1.1.1,-235470,137540,2,1,,|1.1.1||2,0,0,1
20,8.3.2.1.1.1.1.1.1.1,-738560,843520,17,11,4.3.2.1.1.1,||1|1,13,9,2
20,8.3.2.2.1.1.1.1.1,-1130895,2107134,0,0,,|1||2.1.1,0,0,0
20,8.3.2.2.2.1.1.1,-1044480,2958336,20,12,4.3.2.2.2.1.1.1,|||1,20,12,0
20,8.3.2.2.2.2.1,-571140,2232480,4,2,,|1.1||2.1,0,0,2
20,8.3.3.1.1.1.1.1.1,-518560,1455440,8,1,2.2,|||3.1,inf,1,
20,8.3.3.2.1.1.1.1,-552930,3798900,2,1,,1.1|1||2,0,0,1
20,8.3.3.2.2.1.1,-85050,4591080,2,1,,1|1.1||2,0,0,1
20,8.3.3.2.2.2,90720,2103360,10,3,2.2,||1|3,inf,1,
20,8.3.3.3.1.1.1,236160,2595360,10,4,4.2.2,|2||1,8,3,1
20,8.3.3.3.2.1,564480,2929920,17,11,4.3.2.1.1.1,1|||1,13,9,2
20,8.3.3.3.3,176232,554736,6,3,,1|1||2.1,0,0,3
20,8.4.1.1.1.1.1.1.1.1,-265650,500100,2,1,,||1.1.1|2,0,0,1
20,8.4.2.1.1.1.1.1.1,-464625,2321550,0,0,,||1|2.1.1,0,0,0
20,8.4.2.2.1.1.1.1,0,4711680,16,6,4.4.2.2,1|||1,12,4,2
20,8.4.2.2.2.1.1,652800,5203200,16,6,4.4.2.2,|1||1,12,4,2
20,8.4.2.2.2.2,432900,2304000,4,2,,||1.1|2.1,0,0,2
20,8.4.3.1.1.1.1.1,552930,3798900,2,1,,1.1||1|2,0,0,1
20,8.4.3.2.1.1.1,2630400,8127360,14,8,3.2.2.2.1.1.1,|||2,12,7,1
20,8.4.3.2.2.1,3109050,7161000,2,1,,1||1.1|2,0,0,1
20,8.4.3.3.1.1,2540160,4485600,10,4,4.2.2,||2|1,8,3,1
20,8.4.3.3.2,1877400,2847600,6,3,,1||1|2.1,0,0,3
20,8.4.4.1.1.1.1,1360150,2310100,2,1,,|1.1|1|2,0,0,1
20,8.4.4.2.1.1,3275370,4135860,2,1,,|1|1.1|2,0,0,1
20,8.4.4.2.2,1939200,2143200,10,4,3.3.1.1,|||3,8,3,1
20,8.4.4.3.1,2207160,1990080,6,3,,|1|1|2.1,0,0,3
20,8.4.4.4,337260,196560,4,2,,1|1|1|2,0,0,2
20,8.5.1.1.1.1.1.1.1,64005,791760,0,0,,|||2.2.1,0,0,0
20,8.5.2.1.1.1.1.1,1044480,2958336,20,12,8.5.2.1,1|||,20,12,0
20,8.5.2.2.1.1.1,2672640,4798464,23,8,8.5.2.2.1.1.1,|||,23,8,0
20,8.5.2.2.2.1,2641920,3824640,20,12,8.5.2.1,||1|,20,12,0
20,8.5.3.1.1.1.1,2960640,3921120,10,4,4.2.2,|1||1.1,8,3,1
20,8.5.3.2.1.1,6384000,6373920,10,4,4.2.2,||1|1.1,8,3,1
20,8.5.3.2.2,3629430,3170160,2,1,,1|||2.2,0,0,1
20,8.5.3.3.1,3362688,2376864,10,4,4.2.2,|||1.1.1,8,3,1
20,8.5.4.1.1.1,3163520,2034560,15,10,4.3.2.1.1.1,|||1.1,13,9,1
20,8.5.4.2.1,4862550,2429700,2,1,,|1||2.2,0,0,1
20,8.5.4.3,1646592,562176,20,12,8.5.2.1,|1||,20,12,0
20,8.5.5.1.1,1243050,236100,2,1,,||1|2.2,0,0,1
20,8.5.5.2,1021440,113280,14,5,4.4.2.2,|||1.1,12,4,1
20,8.6.1.1.1.1.1.1,471660,607824,4,2,,2.1|||2,0,0,2
20,8.6.2.1.1.1.1,2112000,1723200,12,5,4.2.2,1|1||1,8,3,2
20,8.6.2.2.1.1,3352320,2033856,12,5,4.2.2,1||1|1,8,3,2
20,8.6.2.2.2,1732500,898800,4,2,,2|||2.1,0,0,2
20,8.6.3.1.1.1,3440640,1505280,22,5,5.2.2.1.1.1,|||2,15,4,6
20,8.6.3.2.1,4812192,1507296,11,7,5.2.1,|||3,9,6,1
20,8.6.3.3,1276800,218400,10,4,4.2.2,1.1|||1,8,3,1
20,8.6.4.1.1,2484160,239680,13,3,2.2,1|||3,inf,1,
20,8.6.4.2,1982718,39204,2,1,,2|1||2,0,0,1
20,8.6.5.1,744450,-191100,2,1,,2||1|2,0,0,1
20,8.6.6,60672,-42144,10,4,4.2.2,1|||1.1,8,3,1
20,8.7.1.1.1.1.1,470940,158760,4,2,,|2.1||2,0,0,2
20,8.7.2.1.1.1,1486080,195840,17,11,4.3.2.1.1.1,|1||1,13,9,2
20,8.7.2.2.1,1584828,36288,4,2,,|2||2.1,0,0,2
20,8.7.3.1.1,1656480,-174720,10,3,2.2,|1||3,inf,1,
20,8.7.3.2,1215270,-222600,2,1,,1|2||2,0,0,1
20,8.7.4.1,752000,-304000,15,10,6.3.2.1,|||2,13,9,1
20,8.7.5,111510,-92700,2,1,,|2|1|2,0,0,1
20,8.8.1.1.1.1,174180,-47160,4,2,,||2.1|2,0,0,2
20,8.8.2.1.1,393540,-178080,4,2,,||2|2.1,0,0,2
20,8.8.2.2,225792,-123648,16,6,4.4.2.2,||1|1,12,4,2
20,8.8.3.1,276570,-199080,2,1,,1||2|2,0,0,1
20,8.8.4,58090,-68060,2,1,,|1|2|2,0,0,1
20,9.1.1.1.1.1.1.1.1.1.1.1,-15174,5328,2,1,,3.1.1|||,0,0,1
20,9.2.1.1.1.1.1.1.1.1.1,-75680,75680,11,7,5.2.1,1|1.1||,9,6,1
20,9.2.2.1.1.1.1.1.1.1,-148480,297984,21,6,5.2.2.1.1.1,1||1|,15,4,4
20,9.2.2.2.1.1.1.1.1,-148320,620640,11,7,5.2.1,1|||1.1,9,6,1
20,9.2.2.2.2.1.1.1,-64005,791760,0,0,,3.2|||,0,0,0
20,9.2.2.2.2.2.1,4800,568896,13,8,5.2.1,1|1||1,9,6,2
20,9.3.1.1.1.1.1.1.1.1,-95200,319200,11,2,2.2,2||1.1|,inf,1,
20,9.3.2.1.1.1.1.1.1,0,1251936,10,2,2.2,2|||1.1,inf,1,
20,9.3.2.2.1.1.1.1,464625,2321550,0,0,,3.1|1||,0,0,0
20,9.3.2.2.2.1.1,814590,2433144,2,1,,3|1.1||,0,0,1
20,9.3.2.2.2.2,424800,1051200,10,3,2.2,2||1|1,inf,1,
20,9.3.3.1.1.1.1.1,518560,1455440,8,1,2.2,2.1.1|||,inf,1,
20,9.3.3.2.1.1.1,1602720,2859360,11,7,5.2.1,1|2||,9,6,1
20,9.3.3.2.2.1,1673280,2401920,12,4,2.2,2.1||1|,inf,1,
20,9.3.3.3.1.1,1175040,1359360,19,6,5.2.2.1.1.1,1|1||,15,4,2
20,9.3.3.3.2,822528,827904,16,4,2.2,2.1|||1,inf,1,
20,9.4.1.1.1.1.1.1.1,148320,620640,11,7,3.2.1.1.1,2|||1,9,6,1
20,9.4.2.1.1.1.1.1,1130895,2107134,0,0,,3.1||1|,0,0,0
20,9.4.2.2.1.1.1,2499840,3217536,14,8,3.2.2.2.1.1.1,2|||,12,7,1
20,9.4.2.2.2.1,2336130,2473560,2,1,,3||1.1|,0,0,1
20,9.4.3.1.1.1.1,2425280,2355520,13,8,5.2.1,1|1|1|,9,6,2
20,9.4.3.2.1.1,4885920,3581280,11,7,5.2.1,1||1.1|,9,6,1
20,9.4.3.2.2,2704320,1717440,13,8,3.2.1.1.1,2.1|||,9,6,2
20,9.4.3.3.1,2365632,1187136,13,8,5.2.1,1||1|1,9,6,2
20,9.4.4.1.1.1,1812960,802080,11,2,2.2,2||2|,inf,1,
20,9.4.4.2.1,2671200,856800,11,7,3.2.1.1.1,2|1||,9,6,1
20,9.4.4.3,848988,154224,4,2,,3|1|1|,0,0,2
20,9.5.1.1.1.1.1.1,576975,588000,0,0,,3.1|||1,0,0,0
20,9.5.2.1.1.1.1,2392320,1528800,10,4,4.2.2,2|1||,8,3,1
20,9.5.2.2.1.1,3657600,1677600,10,4,4.2.2,2||1|,8,3,1
20,9.5.2.2.2,1860150,708000,2,1,,3|||1.1,0,0,1
20,9.5.3.1.1.1,3566080,1088000,19,6,5.2.2.1.1.1,1|||1,15,4,2
20,9.5.3.2.1,4855200,924000,11,7,5.2.1,1|||2,9,6,1
20,9.5.3.3,1240320,68160,12,5,4.2.2,2.1|||,8,3,2
20,9.5.4.1.1,2251200,-50400,10,2,2.2,2|||2,inf,1,
20,9.5.4.2,1761900,-172200,4,2,,3|1||1,0,0,2
20,9.5.5.1,499860,-196680,4,2,,3||1|1,0,0,2
20,9.6.1.1.1.1.1,715680,176736,11,7,5.2.1,1.1|1||,9,6,1
20,9.6.2.1.1.1,2188800,105984,19,5,5.2.2.1.1.1,1.1|||,15,4,3
20,9.6.2.2.1,2296800,-136800,11,7,5.2.1,1.1|||1,9,6,1
20,9.6.3.1.1,2336768,-444416,23,11,9.6.3.1.1,|||,23,11,0
20,9.6.3.2,1693920,-457440,11,7,5.2.1,1.1.1|||,9,6,1
20,9.6.4.1,991872,-501984,10,2,2.2,2.2|||,inf,1,
20,9.6.5,129888,-128736,11,7,5.2.1,1.1||1|,9,6,1
20,9.7.1.1.1.1,429120,-141120,13,3,2.2,2|1|1|,inf,1,
20,9.7.2.1.1,952992,-494208,10,3,2.2,2|1||1,inf,1,
20,9.7.2.2,542430,-335160,2,1,,3|2||,0,0,1
20,9.7.3.1,652480,-524800,12,4,2.2,2.1|1||,inf,1,
20,9.7.4,131040,-171360,11,2,2.2,2|1.1||,inf,1,
20,9.8.1.1.1,112800,-136800,11,7,3.2.1.1.1,2||1|,9,6,1
20,9.8.2.1,159138,-251832,2,1,,3||2|,0,0,1
20,9.8.3,48800,-114080,11,7,5.2.1,1||2|,9,6,1
20,9.9.1.1,4470,-35760,2,1,,3|||2,0,0,1
20,9.9.2,1152,-31968,10,4,4.2.2,2|||1,8,3,1
20,10.1.1.1.1.1.1.1.1.1.1,-7606,17452,2,1,,|3.1.1||,0,0,1
20,10.2.1.1.1.1.1.1.1.1,0,117216,10,2,2.2,|2|1.1|,inf,1,
20,10.2.2.1.1.1.1.1.1,95200,319200,11,2,2.2,|2||1.1,inf,1,
20,10.2.2.2.1.1.1.1,265650,500100,2,1,,1.1|3||,0,0,1
20,10.2.2.2.2.1.1,336375,477000,0,0,,1|3.1||,0,0,0
20,10.2.2.2.2.2,157920,197184,10,3,2.2,|2|1|1,inf,1,
20,10.3.1.1.1.1.1.1.1,148480,297984,21,6,6.3.1.1.1,|1||1,15,4,4
20,10.3.2.1.1.1.1.1,738560,843520,17,11,6.3.2.1,1|1||,13,9,2
20,10.3.2.2.1.1.1,1408365,1147230,0,0,,|3.2||,0,0,0
20,10.3.2.2.2.1,1232640,819456,17,11,6.3.2.1,|1|1|,13,9,2
20,10.3.3.1.1.1.1,1031040,624240,8,1,2.2,|2.1.1||,inf,1,
20,10.3.3.2.1.1,1895040,814080,14,4,2.2,|2.1|1|,inf,1,
20,10.3.3.2.2,1009152,354816,19,6,6.3.1.1.1,1|1||,15,4,2
20,10.3.3.3.1,797760,193920,12,4,2.2,|2.1||1,inf,1,
20,10.4.1.1.1.1.1.1,470400,331296,10,4,3.3.1.1,1|2||,8,3,1
20,10.4.2.1.1.1.1,1740025,712250,0,0,,|3.1|1|,0,0,0
20,10.4.2.2.1.1,2514330,644364,2,1,,|3|1.1|,0,0,1
20,10.4.2.2.2,1248000,232800,10,4,3.3.1.1,|2||1,8,3,1
20,10.4.3.1.1.1,2210880,258720,10,2,2.2,|2|2|,inf,1,
20,10.4.3.2.1,2885088,27744,11,7,3.2.1.1.1,|3||,9,6,1
20,10.4.3.3,690900,-84000,4,2,,1|3|1|,0,0,2
20,10.4.4.1.1,1006080,-207360,19,6,6.3.1.1.1,|1|1|,15,4,2
20,10.4.4.2,763392,-216384,12,5,3.3.1.1,|2.1||,8,3,2
20,10.5.1.1.1.1.1,658665,66024,0,0,,|3.1||1,0,0,0
20,10.5.2.1.1.1,1904000,-178304,15,10,4.3.2.1.1.1,|2||,13,9,1
20,10.5.2.2.1,1939950,-394500,2,1,,|3||1.1,0,0,1
20,10.5.3.1.1,1868832,-640224,11,2,2.2,|2||2,inf,1,
20,10.5.3.2,1324260,-567720,4,2,,1|3||1,0,0,2
20,10.5.4.1,684288,-481536,17,11,6.3.2.1,|1||1,13,9,2
20,10.5.5,63252,-85344,4,2,,|3|1|1,0,0,2
20,10.6.1.1.1.1,473760,-215040,10,3,2.2,1|2|1|,inf,1,
20,10.6.2.1.1,1014400,-673600,12,3,2.2,1|2||1,inf,1,
20,10.6.2.2,567150,-441300,2,1,,2|3||,0,0,1
20,10.6.3.1,655200,-655200,11,2,2.2,1.1|2||,inf,1,
20,10.6.4,118080,-195840,12,4,2.2,1|2.1||,inf,1,
20,10.7.1.1.1,158208,-225792,19,5,6.3.1.1.1,|1.1||,15,4,3
20,10.7.2.1,214400,-406400,15,10,6.3.2.1,|1.1||,13,9,1
20,10.7.3,60480,-179040,10,2,2.2,|2.2||,inf,1,
20,10.8.1.1,6912,-92448,10,4,3.3.1.1,|2|1|,8,3,1
20,10.8.2,-1190,-82180,2,1,,|3|2|,0,0,1
20,10.9.1,-7602,-15252,2,1,,|3||2,0,0,1
20,10.10,-928,-608,11,2,2.2,2|2||,inf,1,
20,11.1.1.1.1.1.1.1.1.1,7606,17452,2,1,,||3.1.1|,0,0,1
20,11.2.1.1.1.1.1.1.1,75680,75680,11,7,3.2.1.1.1,||2|1,9,6,1
20,11.2.2.1.1.1.1.1,235470,137540,2,1,,1.1||3|,0,0,1
20,11.2.2.2.1.1.1,372480,140160,14,8,3.2.2.2.1.1.1,||2|,12,7,1
20,11.2.2.2.2.1,299145,80520,0,0,,1||3.1|,0,0,0
20,11.3.1.1.1.1.1.1,255360,95200,10,4,3.3.1.1,1||2|,8,3,1
20,11.3.2.1.1.1.1,794010,106260,2,1,,|1.1|3|,0,0,1
20,11.3.2.2.1.1,1053945,-5130,0,0,,|1|3.1|,0,0,0
20,11.3.2.2.2,503808,-36192,10,4,3.3.1.1,||2|1,8,3,1
20,11.3.3.1.1.1,715200,-99600,8,1,2.2,||4|,inf,1,
20,11.3.3.2.1,870240,-218400,11,7,3.2.1.1.1,|1|2|,9,6,1
20,11.3.3.3,184620,-72960,4,2,,1|1|3|,0,0,2
20,11.4.1.1.1.1.1,412160,-44800,16,9,7.4.1,|1|1|,12,7,2
20,11.4.2.1.1.1,1085805,-335790,0,0,,||3.2|,0,0,0
20,11.4.2.2.1,1055232,-453888,16,9,7.4.1,||1|1,12,7,2
20,11.4.3.1.1,911040,-540480,13,8,3.2.1.1.1,||2.1|,9,6,2
20,11.4.3.2,622080,-433920,16,9,7.4.1,1||1|,12,7,2
20,11.4.4.1,234240,-250560,12,5,3.3.1.1,||2.1|,8,3,2
20,11.5.1.1.1.1,340375,-229880,0,0,,||3.1|1,0,0,0
20,11.5.2.1.1,681618,-639492,2,1,,||3|1.1,0,0,1
20,11.5.2.2,368640,-401280,14,5,4.4.2.2,||2|,12,4,1
20,11.5.3.1,392220,-551880,4,2,,1||3|1,0,0,2
20,11.5.4,55020,-141120,4,2,,|1|3|1,0,0,2
20,11.6.1.1.1,123872,-239008,11,7,3.2.1.1.1,1||2|,9,6,1
20,11.6.2.1,152850,-414900,2,1,,2||3|,0,0,1
20,11.6.3,34080,-174240,11,7,5.2.1,||3|,9,6,1
20,11.7.1.1,-3200,-113120,10,4,3.3.1.1,|1|2|,8,3,1
20,11.7.2,-11610,-98820,2,1,,|2|3|,0,0,1
20,11.8.1,-14080,-23680,14,8,7.4.1,||1.1|,12,7,1
20,11.9,-2510,-1460,2,1,,||3|2,0,0,1
20,12.1.1.1.1.1.1.1.1,15174,5328,2,1,,|||3.1.1,0,0,1
20,12.2.1.1.1.1.1.1,81270,0,2,1,,1.1|||3,0,0,1
20,12.2.2.1.1.1.1,176640,-40160,10,4,4.2.2,|1||2,8,3,1
20,12.2.2.2.1.1,201600,-76320,10,4,4.2.2,||1|2,8,3,1
20,12.2.2.2.2,90447,-41328,0,0,,1|||3.1,0,0,0
20,12.3.1.1.1.1.1,167650,-69720,2,1,,|1.1||3,0,0,1
20,12.3.2.1.1.1,374400,-247680,15,10,4.3.2.1.1.1,|||2,13,9,1
20,12.3.2.2.1,334575,-276750,0,0,,|1||3.1,0,0,0
20,12.3.3.1.1,218400,-233520,8,1,2.2,|||4,inf,1,
20,12.3.3.2,138540,-172200,4,2,,1|1||3,0,0,2
20,12.4.1.1.1.1,159390,-173880,2,1,,||1.1|3,0,0,1
20,12.4.2.1.1,281745,-425790,0,0,,||1|3.1,0,0,0
20,12.4.2.2,142848,-254592,14,5,4.4.2.2,|||2,12,4,1
20,12.4.3.1,126420,-309960,4,2,,1||1|3,0,0,2
20,12.4.4,8100,-56880,4,2,,|1|1|3,0,0,2
20,12.5.1.1.1,54075,-184800,0,0,,|||3.2,0,0,0
20,12.5.2.1,49152,-304128,20,12,8.5.2.1,|||1,20,12,0
20,12.5.3,0,-118080,12,5,4.2.2,|||2.1,8,3,2
20,12.6.1.1,-18102,-96432,2,1,,2|||3,0,0,1
20,12.6.2,-23040,-82080,10,4,4.2.2,1|||2,8,3,1
20,12.7.1,-17730,-22680,2,1,,|2||3,0,0,1
20,12.8,-3390,-1560,2,1,,||2|3,0,0,1
20,13.1.1.1.1.1.1.1,10116,-5328,4,2,,4.1|||,0,0,2
20,13.2.1.1.1.1.1,36000,-36000,11,7,5.2.1,2|1||,9,6,1
20,13.2.2.1.1.1,53760,-79360,19,5,5.2.2.1.1.1,2|||,15,4,3
20,13.2.2.2.1,39648,-74592,11,7,5.2.1,2|||1,9,6,1
20,13.3.1.1.1.1,40160,-88320,10,3,2.2,3||1|,inf,1,
20,13.3.2.1.1,50880,-183360,13,3,2.2,3|||1,inf,1,
20,13.3.2.2,20517,-102858,0,0,,4|1||,0,0,0
20,13.3.3.1,7200,-95760,8,1,2.2,3.1|||,inf,1,
20,13.4.1.1.1,2400,-103200,11,7,3.2.1.1.1,3|||,9,6,1
20,13.4.2.1,-15525,-157050,0,0,,4||1|,0,0,0
20,13.4.3,-13920,-53280,11,7,5.2.1,2||1|,9,6,1
20,13.5.1.1,-25605,-59760,0,0,,4|||1,0,0,0
20,13.5.2,-26112,-48672,10,4,4.2.2,3|||,8,3,1
20,13.6.1,-17088,-15168,13,8,5.2.1,2.1|||,9,6,2
20,13.7,-3360,-960,10,3,2.2,3|1||,inf,1,
20,14.1.1.1.1.1.1,1764,-6552,4,2,,|4.1||,0,0,2
20,14.2.1.1.1.1,0,-25920,12,3,2.2,|3|1|,inf,1,
20,14.2.2.1.1,-6048,-38528,10,3,2.2,|3||1,inf,1,
20,14.2.2.2,-4515,-19320,0,0,,1|4||,0,0,0
20,14.3.1.1.1,-12800,-38400,19,5,6.3.1.1.1,|2||,15,4,3
20,14.3.2.1,-24192,-51072,15,10,6.3.2.1,|2||,13,9,1
20,14.3.3,-8640,-12720,8,1,2.2,|3.1||,inf,1,
20,14.4.1.1,-21120,-25440,10,4,3.3.1.1,|3||,8,3,1
20,14.4.2,-18963,-19278,0,0,,|4|1|,0,0,0
20,14.5.1,-12675,-6600,0,0,,|4||1,0,0,0
20,14.6,-2592,-192,10,3,2.2,1|3||,inf,1,
20,15.1.1.1.1.1,-1764,-2808,4,2,,||4.1|,0,0,2
20,15.2.1.1.1,-7392,-7392,11,7,3.2.1.1.1,||3|,9,6,1
20,15.2.2.1,-8925,-7000,0,0,,1||4|,0,0,0
20,15.3.1.1,-11008,-6048,10,4,3.3.1.1,||3|,8,3,1
20,15.3.2,-8685,-3870,0,0,,|1|4|,0,0,0
20,15.4.1,-6912,-1152,14,8,7.4.1,||2|,12,7,1
20,15.5,-1533,312,0,0,,||4|1,0,0,0
20,16.1.1.1.1,-1284,-240,4,2,,|||4.1,0,0,2
20,16.2.1.1,-3195,0,0,0,,1|||4,0,0,0
20,16.2.2,-1920,160,10,4,4.2.2,|||3,8,3,1
20,16.3.1,-2555,630,0,0,,|1||4,0,0,0
20,16.4,-645,390,0,0,,||1|4,0,0,0
20,17.1.1.1,-321,240,0,0,,5|||,0,0,0
20,17.2.1,-480,480,11,7,5.2.1,3|||,9,6,1
20,17.3,-160,240,8,1,2.2,4|||,inf,1,
20,18.1.1,-9,90,0,0,,|5||,0,0,0
20,18.2,0,80,8,1,2.2,|4||,inf,1,
20,19.1,9,10,0,0,,||5|,0,0,0
20,20,1,0,0,0,,|||5,0,0,0
