n,lam,d,cand,Lzero,Rzero,shift_c,ratio_re,ratio_im
13,9|2|2,2,princN3,0,0,,6.0,-0.0
13,9|2|2,2,princN4,0,1,,,
13,9|2|2,2,princN9,0,0,,0.026786,0.0
13,9|2|2,2,princN13,0,0,,0.003968,-0.0
13,9|2|2,2,fakedeg,0,0,0,1.0,0.0
13,9|2|2,3,princN3,0,1,,,
13,9|2|2,3,princN4,0,1,,,
13,9|2|2,3,princN9,0,1,,,
13,9|2|2,3,princN13,0,1,,,
13,9|2|2,3,fakedeg,0,1,,,
13,9|2|2,4,princN3,0,1,,,
13,9|2|2,4,princN4,0,1,,,
13,9|2|2,4,princN9,0,1,,,
13,9|2|2,4,princN13,0,1,,,
13,9|2|2,4,fakedeg,0,1,,,
13,9|2|1|1,2,princN4,0,1,,,
13,9|2|1|1,2,princN5,0,0,0,1.0,0.0
13,9|2|1|1,2,princN9,0,0,,0.035714,0.0
13,9|2|1|1,2,princN13,0,0,,0.004762,0.0
13,9|2|1|1,2,fakedeg,0,0,0,1.0,0.0
13,9|2|1|1,3,princN4,0,0,,-125.0,-0.0
13,9|2|1|1,3,princN5,0,0,,-62.5,108.253175
13,9|2|1|1,3,princN9,0,1,,,
13,9|2|1|1,3,princN13,0,0,,-3.571429,0.0
13,9|2|1|1,3,fakedeg,0,0,,-125.0,-0.0
13,9|2|1|1,4,princN4,0,1,,,
13,9|2|1|1,4,princN5,0,0,,-215.0,-60.0
13,9|2|1|1,4,princN9,0,0,,-53.75,-15.0
13,9|2|1|1,4,princN13,0,0,,-21.5,-6.0
13,9|2|1|1,4,fakedeg,0,0,,-215.0,-60.0
13,9|1|1|1|1,2,princN5,0,0,0,1.0,0.0
13,9|1|1|1|1,2,princN6,0,1,,,
13,9|1|1|1|1,2,princN9,0,0,,0.035714,0.0
13,9|1|1|1|1,2,princN13,0,0,,0.004762,-0.0
13,9|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
13,9|1|1|1|1,3,princN5,0,1,,,
13,9|1|1|1|1,3,princN6,0,1,,,
13,9|1|1|1|1,3,princN9,0,1,,,
13,9|1|1|1|1,3,princN13,0,1,,,
13,9|1|1|1|1,3,fakedeg,0,1,,,
13,9|1|1|1|1,4,princN5,0,0,,65.0,0.0
13,9|1|1|1|1,4,princN6,0,0,,32.5,-32.5
13,9|1|1|1|1,4,princN9,0,0,,16.25,0.0
13,9|1|1|1|1,4,princN13,0,0,,6.5,-0.0
13,9|1|1|1|1,4,fakedeg,0,0,,65.0,0.0
13,8|5,2,princN2,1,1,0,,
13,8|5,2,princN3,1,1,0,,
13,8|5,2,princN8,1,1,0,,
13,8|5,2,princN13,1,1,0,,
13,8|5,2,fakedeg,1,1,0,,
13,8|5,3,princN2,0,0,,-43.0,74.478185
13,8|5,3,princN3,0,1,,,
13,8|5,3,princN8,0,0,,-1.433333,2.482606
13,8|5,3,princN13,0,0,,-0.86,-0.0
13,8|5,3,fakedeg,0,0,,-21.5,-0.0
13,8|5,4,princN2,0,1,,,
13,8|5,4,princN3,0,1,,,
13,8|5,4,princN8,0,1,,,
13,8|5,4,princN13,0,1,,,
13,8|5,4,fakedeg,0,1,,,
13,8|4|1,2,princN3,0,0,,3.0,-0.0
13,8|4|1,2,princN4,0,1,,,
13,8|4|1,2,princN8,0,1,,,
13,8|4|1,2,princN13,0,0,,0.003401,-0.0
13,8|4|1,2,fakedeg,0,0,0,1.0,-0.0
13,8|4|1,3,princN3,0,1,,,
13,8|4|1,3,princN4,0,1,,,
13,8|4|1,3,princN8,0,1,,,
13,8|4|1,3,princN13,0,1,,,
13,8|4|1,3,fakedeg,0,1,,,
13,8|4|1,4,princN3,0,1,,,
13,8|4|1,4,princN4,0,1,,,
13,8|4|1,4,princN8,0,1,,,
13,8|4|1,4,princN13,0,1,,,
13,8|4|1,4,fakedeg,0,1,,,
13,8|3|2,2,princN3,1,1,0,,
13,8|3|2,2,princN4,1,1,0,,
13,8|3|2,2,princN8,1,1,0,,
13,8|3|2,2,princN13,1,1,0,,
13,8|3|2,2,fakedeg,1,1,0,,
13,8|3|2,3,princN3,0,1,,,
13,8|3|2,3,princN4,0,1,,,
13,8|3|2,3,princN8,0,1,,,
13,8|3|2,3,princN13,0,1,,,
13,8|3|2,3,fakedeg,0,1,,,
13,8|3|2,4,princN3,0,1,,,
13,8|3|2,4,princN4,0,1,,,
13,8|3|2,4,princN8,0,1,,,
13,8|3|2,4,princN13,0,1,,,
13,8|3|2,4,fakedeg,0,1,,,
13,8|3|1|1,2,princN4,1,1,0,,
13,8|3|1|1,2,princN5,1,1,0,,
13,8|3|1|1,2,princN8,1,1,0,,
13,8|3|1|1,2,princN13,1,1,0,,
13,8|3|1|1,2,fakedeg,1,1,0,,
13,8|3|1|1,3,princN4,0,1,,,
13,8|3|1|1,3,princN5,0,1,,,
13,8|3|1|1,3,princN8,0,1,,,
13,8|3|1|1,3,princN13,0,1,,,
13,8|3|1|1,3,fakedeg,0,1,,,
13,8|3|1|1,4,princN4,0,1,,,
13,8|3|1|1,4,princN5,0,1,,,
13,8|3|1|1,4,princN8,0,1,,,
13,8|3|1|1,4,princN13,0,1,,,
13,8|3|1|1,4,fakedeg,0,1,,,
13,8|2|2|1,2,princN4,1,1,0,,
13,8|2|2|1,2,princN5,1,1,0,,
13,8|2|2|1,2,princN8,1,1,0,,
13,8|2|2|1,2,princN13,1,1,0,,
13,8|2|2|1,2,fakedeg,1,1,0,,
13,8|2|2|1,3,princN4,0,0,,274.0,0.0
13,8|2|2|1,3,princN5,0,0,,34.25,-59.32274
13,8|2|2|1,3,princN8,0,0,,6.85,-11.864548
13,8|2|2|1,3,princN13,0,0,,3.425,-0.0
13,8|2|2|1,3,fakedeg,0,0,,68.5,0.0
13,8|2|2|1,4,princN4,0,1,,,
13,8|2|2|1,4,princN5,0,1,,,
13,8|2|2|1,4,princN8,0,1,,,
13,8|2|2|1,4,princN13,0,1,,,
13,8|2|2|1,4,fakedeg,0,1,,,
13,8|2|1|1|1,2,princN5,0,0,0,1.0,-0.0
13,8|2|1|1|1,2,princN6,0,1,,,
13,8|2|1|1|1,2,princN8,0,1,,,
13,8|2|1|1|1,2,princN13,0,0,,0.004762,0.0
13,8|2|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
13,8|2|1|1|1,3,princN5,0,0,,-28.0,48.497423
13,8|2|1|1|1,3,princN6,0,1,,,
13,8|2|1|1|1,3,princN8,0,0,,-5.6,9.699485
13,8|2|1|1|1,3,princN13,0,0,,-3.733333,0.0
13,8|2|1|1|1,3,fakedeg,0,0,,-56.0,-0.0
13,8|2|1|1|1,4,princN5,0,0,,-751.0,376.0
13,8|2|1|1|1,4,princN6,0,0,,-187.5,563.5
13,8|2|1|1|1,4,princN8,0,1,,,
13,8|2|1|1|1,4,princN13,0,0,,-75.1,37.6
13,8|2|1|1|1,4,fakedeg,0,0,,-751.0,376.0
13,8|1|1|1|1|1,2,princN6,1,1,0,,
13,8|1|1|1|1|1,2,princN7,1,1,0,,
13,8|1|1|1|1|1,2,princN8,1,1,0,,
13,8|1|1|1|1|1,2,princN13,1,1,0,,
13,8|1|1|1|1|1,2,fakedeg,1,1,0,,
13,8|1|1|1|1|1,3,princN6,0,1,,,
13,8|1|1|1|1|1,3,princN7,0,1,,,
13,8|1|1|1|1|1,3,princN8,0,1,,,
13,8|1|1|1|1|1,3,princN13,0,1,,,
13,8|1|1|1|1|1,3,fakedeg,0,1,,,
13,8|1|1|1|1|1,4,princN6,0,1,,,
13,8|1|1|1|1|1,4,princN7,0,1,,,
13,8|1|1|1|1|1,4,princN8,0,1,,,
13,8|1|1|1|1|1,4,princN13,0,1,,,
13,8|1|1|1|1|1,4,fakedeg,0,1,,,
13,7|6,2,princN2,0,1,,,
13,7|6,2,princN3,0,0,,5.0,0.0
13,7|6,2,princN7,0,0,,0.1,0.0
13,7|6,2,princN13,0,0,,0.004252,-0.0
13,7|6,2,fakedeg,0,0,0,1.0,0.0
13,7|6,3,princN2,0,0,,30.0,-51.961524
13,7|6,3,princN3,0,1,,,
13,7|6,3,princN7,0,0,,3.333333,-0.0
13,7|6,3,princN13,0,0,,0.4,-0.0
13,7|6,3,fakedeg,0,0,,10.0,0.0
13,7|6,4,princN2,0,0,,53.5,-1.5
13,7|6,4,princN3,0,0,,52.0,-55.0
13,7|6,4,princN7,0,0,,8.666667,-9.166667
13,7|6,4,princN13,0,0,,2.291667,2.166667
13,7|6,4,fakedeg,0,0,,18.333333,17.333333
13,7|5|1,2,princN3,0,0,,5.0,-0.0
13,7|5|1,2,princN4,0,1,,,
13,7|5|1,2,princN7,0,0,,0.1,0.0
13,7|5|1,2,princN13,0,0,,0.004252,0.0
13,7|5|1,2,fakedeg,0,0,0,1.0,-0.0
13,7|5|1,3,princN3,0,1,,,
13,7|5|1,3,princN4,0,0,,-286.0,-0.0
13,7|5|1,3,princN7,0,0,,-47.666667,-0.0
13,7|5|1,3,princN13,0,0,,-5.72,-0.0
13,7|5|1,3,fakedeg,0,0,,-143.0,-0.0
13,7|5|1,4,princN3,0,1,,,
13,7|5|1,4,princN4,0,1,,,
13,7|5|1,4,princN7,0,1,,,
13,7|5|1,4,princN13,0,1,,,
13,7|5|1,4,fakedeg,0,1,,,
13,7|4|2,2,princN3,0,0,,15.0,-0.0
13,7|4|2,2,princN4,0,1,,,
13,7|4|2,2,princN7,0,0,,0.166667,-0.0
13,7|4|2,2,princN13,0,0,,0.005669,-0.0
13,7|4|2,2,fakedeg,0,0,0,1.0,0.0
13,7|4|2,3,princN3,0,1,,,
13,7|4|2,3,princN4,0,1,,,
13,7|4|2,3,princN7,0,1,,,
13,7|4|2,3,princN13,0,1,,,
13,7|4|2,3,fakedeg,0,1,,,
13,7|4|2,4,princN3,0,1,,,
13,7|4|2,4,princN4,0,1,,,
13,7|4|2,4,princN7,0,1,,,
13,7|4|2,4,princN13,0,1,,,
13,7|4|2,4,fakedeg,0,1,,,
13,7|4|1|1,2,princN4,0,1,,,
13,7|4|1|1,2,princN5,0,0,,2.0,0.0
13,7|4|1|1,2,princN7,0,0,,0.25,0.0
13,7|4|1|1,2,princN13,0,0,,0.006803,0.0
13,7|4|1|1,2,fakedeg,0,0,0,1.0,0.0
13,7|4|1|1,3,princN4,0,0,,164.0,0.0
13,7|4|1|1,3,princN5,0,0,,82.0,-142.028166
13,7|4|1|1,3,princN7,0,0,,27.333333,0.0
13,7|4|1|1,3,princN13,0,0,,3.28,-0.0
13,7|4|1|1,3,fakedeg,0,0,,82.0,0.0
13,7|4|1|1,4,princN4,0,1,,,
13,7|4|1|1,4,princN5,0,1,,,
13,7|4|1|1,4,princN7,0,1,,,
13,7|4|1|1,4,princN13,0,1,,,
13,7|4|1|1,4,fakedeg,0,1,,,
13,7|3|3,2,princN3,0,0,,15.0,-0.0
13,7|3|3,2,princN4,0,1,,,
13,7|3|3,2,princN7,0,0,,0.166667,0.0
13,7|3|3,2,princN13,0,0,,0.005669,0.0
13,7|3|3,2,fakedeg,0,0,0,1.0,0.0
13,7|3|3,3,princN3,0,1,,,
13,7|3|3,3,princN4,0,0,,145.0,0.0
13,7|3|3,3,princN7,0,0,,18.125,-0.0
13,7|3|3,3,princN13,0,0,,1.8125,-0.0
13,7|3|3,3,fakedeg,0,0,,36.25,0.0
13,7|3|3,4,princN3,0,0,,190.0,495.0
13,7|3|3,4,princN4,0,1,,,
13,7|3|3,4,princN7,0,0,,31.666667,82.5
13,7|3|3,4,princN13,0,0,,-27.5,10.555556
13,7|3|3,4,fakedeg,0,0,,-165.0,63.333333
13,7|3|2|1,2,princN4,1,1,0,,
13,7|3|2|1,2,princN5,1,1,0,,
13,7|3|2|1,2,princN7,1,1,0,,
13,7|3|2|1,2,princN13,1,1,0,,
13,7|3|2|1,2,fakedeg,1,1,0,,
13,7|3|2|1,3,princN4,0,0,,-272.0,0.0
13,7|3|2|1,3,princN5,0,0,,-68.0,117.779455
13,7|3|2|1,3,princN7,0,0,,-34.0,-0.0
13,7|3|2|1,3,princN13,0,0,,-3.4,-0.0
13,7|3|2|1,3,fakedeg,0,0,,-68.0,0.0
13,7|3|2|1,4,princN4,0,1,,,
13,7|3|2|1,4,princN5,0,1,,,
13,7|3|2|1,4,princN7,0,1,,,
13,7|3|2|1,4,princN13,0,1,,,
13,7|3|2|1,4,fakedeg,0,1,,,
13,7|3|1|1|1,2,princN5,0,0,,2.0,-0.0
13,7|3|1|1|1,2,princN6,0,1,,,
13,7|3|1|1|1,2,princN7,0,0,,0.25,-0.0
13,7|3|1|1|1,2,princN13,0,0,,0.006803,-0.0
13,7|3|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
13,7|3|1|1|1,3,princN5,0,0,,70.0,-121.243557
13,7|3|1|1|1,3,princN6,0,1,,,
13,7|3|1|1|1,3,princN7,0,0,,70.0,0.0
13,7|3|1|1|1,3,princN13,0,0,,4.666667,-0.0
13,7|3|1|1|1,3,fakedeg,0,0,,70.0,0.0
13,7|3|1|1|1,4,princN5,0,1,,,
13,7|3|1|1|1,4,princN6,0,1,,,
13,7|3|1|1|1,4,princN7,0,1,,,
13,7|3|1|1|1,4,princN13,0,1,,,
13,7|3|1|1|1,4,fakedeg,0,1,,,
13,7|2|2|2,2,princN4,0,1,,,
13,7|2|2|2,2,princN5,0,0,,3.0,0.0
13,7|2|2|2,2,princN7,0,0,,0.333333,0.0
13,7|2|2|2,2,princN13,0,0,,0.007937,-0.0
13,7|2|2|2,2,fakedeg,0,0,0,1.0,0.0
13,7|2|2|2,3,princN4,0,0,,130.0,0.0
13,7|2|2|2,3,princN5,0,0,,65.0,-112.583302
13,7|2|2|2,3,princN7,0,0,,16.25,0.0
13,7|2|2|2,3,princN13,0,0,,1.625,-0.0
13,7|2|2|2,3,fakedeg,0,0,,32.5,0.0
13,7|2|2|2,4,princN4,0,1,,,
13,7|2|2|2,4,princN5,0,1,,,
13,7|2|2|2,4,princN7,0,1,,,
13,7|2|2|2,4,princN13,0,1,,,
13,7|2|2|2,4,fakedeg,0,1,,,
13,7|2|2|1|1,2,princN5,0,0,,3.0,-0.0
13,7|2|2|1|1,2,princN6,0,1,,,
13,7|2|2|1|1,2,princN7,0,0,,0.333333,0.0
13,7|2|2|1|1,2,princN13,0,0,,0.007937,0.0
13,7|2|2|1|1,2,fakedeg,0,0,0,1.0,0.0
13,7|2|2|1|1,3,princN5,0,1,,,
13,7|2|2|1|1,3,princN6,0,1,,,
13,7|2|2|1|1,3,princN7,0,1,,,
13,7|2|2|1|1,3,princN13,0,1,,,
13,7|2|2|1|1,3,fakedeg,0,1,,,
13,7|2|2|1|1,4,princN5,0,0,,855.0,-1332.0
13,7|2|2|1|1,4,princN6,0,0,,-79.5,-364.5
13,7|2|2|1|1,4,princN7,0,0,,-444.0,-285.0
13,7|2|2|1|1,4,princN13,0,0,,47.5,-74.0
13,7|2|2|1|1,4,fakedeg,0,0,,285.0,-444.0
13,7|2|1|1|1|1,2,princN6,0,1,,,
13,7|2|1|1|1|1,2,princN7,0,0,0,1.0,-0.0
13,7|2|1|1|1|1,2,princN13,0,0,,0.011905,-0.0
13,7|2|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
13,7|2|1|1|1|1,3,princN6,0,1,,,
13,7|2|1|1|1|1,3,princN7,0,0,,-65.0,-0.0
13,7|2|1|1|1|1,3,princN13,0,0,,-4.333333,-0.0
13,7|2|1|1|1|1,3,fakedeg,0,0,,-65.0,0.0
13,7|2|1|1|1|1,4,princN6,0,0,,162.5,367.5
13,7|2|1|1|1|1,4,princN7,0,0,,530.0,205.0
13,7|2|1|1|1|1,4,princN13,0,0,,-51.25,132.5
13,7|2|1|1|1|1,4,fakedeg,0,0,,-205.0,530.0
13,7|1|1|1|1|1|1,2,princN7,0,0,0,1.0,0.0
13,7|1|1|1|1|1|1,2,princN8,0,1,,,
13,7|1|1|1|1|1|1,2,princN13,0,0,,0.011905,0.0
13,7|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
13,7|1|1|1|1|1|1,3,princN7,0,0,,7.0,-0.0
13,7|1|1|1|1|1|1,3,princN8,0,0,,3.5,-6.062178
13,7|1|1|1|1|1|1,3,princN13,0,0,,0.466667,0.0
13,7|1|1|1|1|1|1,3,fakedeg,0,0,,7.0,-0.0
13,7|1|1|1|1|1|1,4,princN7,0,1,,,
13,7|1|1|1|1|1|1,4,princN8,0,1,,,
13,7|1|1|1|1|1|1,4,princN13,0,1,,,
13,7|1|1|1|1|1|1,4,fakedeg,0,1,,,
13,6|6|1,2,princN3,0,0,,5.0,-0.0
13,6|6|1,2,princN4,0,1,,,
13,6|6|1,2,princN6,0,1,,,
13,6|6|1,2,princN13,0,0,,0.004252,-0.0
13,6|6|1,2,fakedeg,0,0,0,1.0,-0.0
13,6|6|1,3,princN3,0,1,,,
13,6|6|1,3,princN4,0,1,,,
13,6|6|1,3,princN6,0,1,,,
13,6|6|1,3,princN13,0,1,,,
13,6|6|1,3,fakedeg,0,1,,,
13,6|6|1,4,princN3,0,0,,-36.0,201.0
13,6|6|1,4,princN4,0,1,,,
13,6|6|1,4,princN6,0,0,,-59.25,41.25
13,6|6|1,4,princN13,0,0,,-8.375,-1.5
13,6|6|1,4,fakedeg,0,0,,-67.0,-12.0
13,6|5|2,2,princN3,1,1,0,,
13,6|5|2,2,princN4,1,1,0,,
13,6|5|2,2,princN6,1,1,0,,
13,6|5|2,2,princN13,1,1,0,,
13,6|5|2,2,fakedeg,1,1,0,,
13,6|5|2,3,princN3,0,1,,,
13,6|5|2,3,princN4,0,1,,,
13,6|5|2,3,princN6,0,1,,,
13,6|5|2,3,princN13,0,1,,,
13,6|5|2,3,fakedeg,0,1,,,
13,6|5|2,4,princN3,0,1,,,
13,6|5|2,4,princN4,0,1,,,
13,6|5|2,4,princN6,0,1,,,
13,6|5|2,4,princN13,0,1,,,
13,6|5|2,4,fakedeg,0,1,,,
13,6|5|1|1,2,princN4,1,1,0,,
13,6|5|1|1,2,princN5,1,1,0,,
13,6|5|1|1,2,princN6,1,1,0,,
13,6|5|1|1,2,princN13,1,1,0,,
13,6|5|1|1,2,fakedeg,1,1,0,,
13,6|5|1|1,3,princN4,0,0,,-205.0,0.0
13,6|5|1|1,3,princN5,0,0,,-102.5,177.535208
13,6|5|1|1,3,princN6,0,1,,,
13,6|5|1|1,3,princN13,0,0,,-4.1,-0.0
13,6|5|1|1,3,fakedeg,0,0,,-102.5,0.0
13,6|5|1|1,4,princN4,0,1,,,
13,6|5|1|1,4,princN5,0,1,,,
13,6|5|1|1,4,princN6,0,1,,,
13,6|5|1|1,4,princN13,0,1,,,
13,6|5|1|1,4,fakedeg,0,1,,,
13,6|4|3,2,princN3,0,0,,15.0,-0.0
13,6|4|3,2,princN4,0,1,,,
13,6|4|3,2,princN6,0,1,,,
13,6|4|3,2,princN13,0,0,,0.005669,-0.0
13,6|4|3,2,fakedeg,0,0,0,1.0,-0.0
13,6|4|3,3,princN3,0,1,,,
13,6|4|3,3,princN4,0,1,,,
13,6|4|3,3,princN6,0,1,,,
13,6|4|3,3,princN13,0,1,,,
13,6|4|3,3,fakedeg,0,1,,,
13,6|4|3,4,princN3,0,0,,-390.0,-705.0
13,6|4|3,4,princN4,0,1,,,
13,6|4|3,4,princN6,0,0,,78.75,-273.75
13,6|4|3,4,princN13,0,0,,39.166667,-21.666667
13,6|4|3,4,fakedeg,0,0,,235.0,-130.0
13,6|4|2|1,2,princN4,1,1,0,,
13,6|4|2|1,2,princN5,1,1,0,,
13,6|4|2|1,2,princN6,1,1,0,,
13,6|4|2|1,2,princN13,1,1,0,,
13,6|4|2|1,2,fakedeg,1,1,0,,
13,6|4|2|1,3,princN4,0,1,,,
13,6|4|2|1,3,princN5,0,1,,,
13,6|4|2|1,3,princN6,0,1,,,
13,6|4|2|1,3,princN13,0,1,,,
13,6|4|2|1,3,fakedeg,0,1,,,
13,6|4|2|1,4,princN4,0,1,,,
13,6|4|2|1,4,princN5,0,1,,,
13,6|4|2|1,4,princN6,0,1,,,
13,6|4|2|1,4,princN13,0,1,,,
13,6|4|2|1,4,fakedeg,0,1,,,
13,6|4|1|1|1,2,princN5,0,0,,2.0,-0.0
13,6|4|1|1|1,2,princN6,0,1,,,
13,6|4|1|1|1,2,princN13,0,0,,0.006803,0.0
13,6|4|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
13,6|4|1|1|1,3,princN5,0,1,,,
13,6|4|1|1|1,3,princN6,0,1,,,
13,6|4|1|1|1,3,princN13,0,1,,,
13,6|4|1|1|1,3,fakedeg,0,1,,,
13,6|4|1|1|1,4,princN5,0,1,,,
13,6|4|1|1|1,4,princN6,0,1,,,
13,6|4|1|1|1,4,princN13,0,1,,,
13,6|4|1|1|1,4,fakedeg,0,1,,,
13,6|3|3|1,2,princN4,1,1,0,,
13,6|3|3|1,2,princN5,1,1,0,,
13,6|3|3|1,2,princN6,1,1,0,,
13,6|3|3|1,2,princN13,1,1,0,,
13,6|3|3|1,2,fakedeg,1,1,0,,
13,6|3|3|1,3,princN4,0,0,,730.0,-0.0
13,6|3|3|1,3,princN5,0,0,,182.5,-316.099272
13,6|3|3|1,3,princN6,0,1,,,
13,6|3|3|1,3,princN13,0,0,,9.125,0.0
13,6|3|3|1,3,fakedeg,0,0,,182.5,-0.0
13,6|3|3|1,4,princN4,0,1,,,
13,6|3|3|1,4,princN5,0,1,,,
13,6|3|3|1,4,princN6,0,1,,,
13,6|3|3|1,4,princN13,0,1,,,
13,6|3|3|1,4,fakedeg,0,1,,,
13,6|3|2|2,2,princN4,1,1,0,,
13,6|3|2|2,2,princN5,1,1,0,,
13,6|3|2|2,2,princN6,1,1,0,,
13,6|3|2|2,2,princN13,1,1,0,,
13,6|3|2|2,2,fakedeg,1,1,0,,
13,6|3|2|2,3,princN4,0,1,,,
13,6|3|2|2,3,princN5,0,1,,,
13,6|3|2|2,3,princN6,0,1,,,
13,6|3|2|2,3,princN13,0,1,,,
13,6|3|2|2,3,fakedeg,0,1,,,
13,6|3|2|2,4,princN4,0,1,,,
13,6|3|2|2,4,princN5,0,1,,,
13,6|3|2|2,4,princN6,0,1,,,
13,6|3|2|2,4,princN13,0,1,,,
13,6|3|2|2,4,fakedeg,0,1,,,
13,6|3|2|1|1,2,princN5,1,1,0,,
13,6|3|2|1|1,2,princN6,1,1,0,,
13,6|3|2|1|1,2,princN13,1,1,0,,
13,6|3|2|1|1,2,fakedeg,1,1,0,,
13,6|3|2|1|1,3,princN5,0,1,,,
13,6|3|2|1|1,3,princN6,0,1,,,
13,6|3|2|1|1,3,princN13,0,1,,,
13,6|3|2|1|1,3,fakedeg,0,1,,,
13,6|3|2|1|1,4,princN5,0,1,,,
13,6|3|2|1|1,4,princN6,0,1,,,
13,6|3|2|1|1,4,princN13,0,1,,,
13,6|3|2|1|1,4,fakedeg,0,1,,,
13,6|3|1|1|1|1,2,princN6,1,1,0,,
13,6|3|1|1|1|1,2,princN7,1,1,0,,
13,6|3|1|1|1|1,2,princN13,1,1,0,,
13,6|3|1|1|1|1,2,fakedeg,1,1,0,,
13,6|3|1|1|1|1,3,princN6,0,1,,,
13,6|3|1|1|1|1,3,princN7,0,1,,,
13,6|3|1|1|1|1,3,princN13,0,1,,,
13,6|3|1|1|1|1,3,fakedeg,0,1,,,
13,6|3|1|1|1|1,4,princN6,0,1,,,
13,6|3|1|1|1|1,4,princN7,0,1,,,
13,6|3|1|1|1|1,4,princN13,0,1,,,
13,6|3|1|1|1|1,4,fakedeg,0,1,,,
13,6|2|2|2|1,2,princN5,0,0,,3.0,-0.0
13,6|2|2|2|1,2,princN6,0,1,,,
13,6|2|2|2|1,2,princN13,0,0,,0.007937,-0.0
13,6|2|2|2|1,2,fakedeg,0,0,0,1.0,-0.0
13,6|2|2|2|1,3,princN5,0,1,,,
13,6|2|2|2|1,3,princN6,0,1,,,
13,6|2|2|2|1,3,princN13,0,1,,,
13,6|2|2|2|1,3,fakedeg,0,1,,,
13,6|2|2|2|1,4,princN5,0,0,,-9.0,1620.0
13,6|2|2|2|1,4,princN6,0,0,,805.5,814.5
13,6|2|2|2|1,4,princN13,0,0,,-0.5,90.0
13,6|2|2|2|1,4,fakedeg,0,0,,-3.0,540.0
13,6|2|2|1|1|1,2,princN6,1,1,0,,
13,6|2|2|1|1|1,2,princN7,1,1,0,,
13,6|2|2|1|1|1,2,princN13,1,1,0,,
13,6|2|2|1|1|1,2,fakedeg,1,1,0,,
13,6|2|2|1|1|1,3,princN6,0,1,,,
13,6|2|2|1|1|1,3,princN7,0,1,,,
13,6|2|2|1|1|1,3,princN13,0,1,,,
13,6|2|2|1|1|1,3,fakedeg,0,1,,,
13,6|2|2|1|1|1,4,princN6,0,1,,,
13,6|2|2|1|1|1,4,princN7,0,1,,,
13,6|2|2|1|1|1,4,princN13,0,1,,,
13,6|2|2|1|1|1,4,fakedeg,0,1,,,
13,6|2|1|1|1|1|1,2,princN6,0,1,,,
13,6|2|1|1|1|1|1,2,princN7,0,0,0,1.0,-0.0
13,6|2|1|1|1|1|1,2,princN8,0,1,,,
13,6|2|1|1|1|1|1,2,princN13,0,0,,0.011905,-0.0
13,6|2|1|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
13,6|2|1|1|1|1|1,3,princN6,0,1,,,
13,6|2|1|1|1|1|1,3,princN7,0,0,,-65.0,-0.0
13,6|2|1|1|1|1|1,3,princN8,0,0,,-32.5,56.291651
13,6|2|1|1|1|1|1,3,princN13,0,0,,-4.333333,-0.0
13,6|2|1|1|1|1|1,3,fakedeg,0,0,,-65.0,-0.0
13,6|2|1|1|1|1|1,4,princN6,0,1,,,
13,6|2|1|1|1|1|1,4,princN7,0,0,,-530.0,205.0
13,6|2|1|1|1|1|1,4,princN8,0,1,,,
13,6|2|1|1|1|1|1,4,princN13,0,0,,-51.25,-132.5
13,6|2|1|1|1|1|1,4,fakedeg,0,0,,-205.0,-530.0
13,6|1|1|1|1|1|1|1,2,princN6,1,1,0,,
13,6|1|1|1|1|1|1|1,2,princN8,1,1,0,,
13,6|1|1|1|1|1|1|1,2,princN9,1,1,0,,
13,6|1|1|1|1|1|1|1,2,princN13,1,1,0,,
13,6|1|1|1|1|1|1|1,2,fakedeg,1,1,0,,
13,6|1|1|1|1|1|1|1,3,princN6,0,1,,,
13,6|1|1|1|1|1|1|1,3,princN8,0,1,,,
13,6|1|1|1|1|1|1|1,3,princN9,0,1,,,
13,6|1|1|1|1|1|1|1,3,princN13,0,1,,,
13,6|1|1|1|1|1|1|1,3,fakedeg,0,1,,,
13,6|1|1|1|1|1|1|1,4,princN6,0,1,,,
13,6|1|1|1|1|1|1|1,4,princN8,0,1,,,
13,6|1|1|1|1|1|1|1,4,princN9,0,1,,,
13,6|1|1|1|1|1|1|1,4,princN13,0,1,,,
13,6|1|1|1|1|1|1|1,4,fakedeg,0,1,,,
13,5|5|3,2,princN3,0,0,,20.0,-0.0
13,5|5|3,2,princN4,0,1,,,
13,5|5|3,2,princN5,0,0,,1.25,-0.0
13,5|5|3,2,princN13,0,0,,0.006378,0.0
13,5|5|3,2,fakedeg,0,0,0,1.0,-0.0
13,5|5|3,3,princN3,0,1,,,
13,5|5|3,3,princN4,0,0,,-264.0,0.0
13,5|5|3,3,princN5,0,0,,-44.0,76.210236
13,5|5|3,3,princN13,0,0,,-2.64,-0.0
13,5|5|3,3,fakedeg,0,0,,-44.0,-0.0
13,5|5|3,4,princN3,0,1,,,
13,5|5|3,4,princN4,0,1,,,
13,5|5|3,4,princN5,0,1,,,
13,5|5|3,4,princN13,0,1,,,
13,5|5|3,4,fakedeg,0,1,,,
13,5|5|2|1,2,princN4,1,1,0,,
13,5|5|2|1,2,princN5,1,1,0,,
