n,lam,d,cand,Lzero,Rzero,shift_c,ratio_re,ratio_im
13,5|5|2|1,2,princN13,1,1,0,,
13,5|5|2|1,2,fakedeg,1,1,0,,
13,5|5|2|1,3,princN4,0,0,,294.0,-0.0
13,5|5|2|1,3,princN5,0,0,,49.0,-84.87049
13,5|5|2|1,3,princN13,0,0,,2.94,-0.0
13,5|5|2|1,3,fakedeg,0,0,,49.0,-0.0
13,5|5|2|1,4,princN4,0,1,,,
13,5|5|2|1,4,princN5,0,1,,,
13,5|5|2|1,4,princN13,0,1,,,
13,5|5|2|1,4,fakedeg,0,1,,,
13,5|5|1|1|1,2,princN5,0,0,,2.5,-0.0
13,5|5|1|1|1,2,princN6,0,1,,,
13,5|5|1|1|1,2,princN13,0,0,,0.007653,-0.0
13,5|5|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
13,5|5|1|1|1,3,princN5,0,0,,-37.25,64.518893
13,5|5|1|1|1,3,princN6,0,1,,,
13,5|5|1|1|1,3,princN13,0,0,,-2.98,-0.0
13,5|5|1|1|1,3,fakedeg,0,0,,-37.25,0.0
13,5|5|1|1|1,4,princN5,0,0,,217.5,-340.0
13,5|5|1|1|1,4,princN6,0,0,,-61.25,-278.75
13,5|5|1|1|1,4,princN13,0,0,,18.125,-28.333333
13,5|5|1|1|1,4,fakedeg,0,0,,145.0,-226.666667
13,5|4|4,2,princN3,0,0,,30.0,-0.0
13,5|4|4,2,princN4,0,1,,,
13,5|4|4,2,princN5,0,0,,1.666667,0.0
13,5|4|4,2,princN13,0,0,,0.007289,-0.0
13,5|4|4,2,fakedeg,0,0,0,1.0,0.0
13,5|4|4,3,princN3,0,1,,,
13,5|4|4,3,princN4,0,1,,,
13,5|4|4,3,princN5,0,1,,,
13,5|4|4,3,princN13,0,1,,,
13,5|4|4,3,fakedeg,0,1,,,
13,5|4|4,4,princN3,0,0,,168.0,210.0
13,5|4|4,4,princN4,0,1,,,
13,5|4|4,4,princN5,0,0,,-105.0,84.0
13,5|4|4,4,princN13,0,0,,-5.833333,4.666667
13,5|4|4,4,fakedeg,0,0,,-35.0,28.0
13,5|4|3|1,2,princN4,0,1,,,
13,5|4|3|1,2,princN5,0,0,,5.0,-0.0
13,5|4|3|1,2,princN13,0,0,,0.010204,0.0
13,5|4|3|1,2,fakedeg,0,0,0,1.0,0.0
13,5|4|3|1,3,princN4,0,0,,-984.0,0.0
13,5|4|3|1,3,princN5,0,0,,-164.0,284.056332
13,5|4|3|1,3,princN13,0,0,,-9.84,-0.0
13,5|4|3|1,3,fakedeg,0,0,,-164.0,-0.0
13,5|4|3|1,4,princN4,0,1,,,
13,5|4|3|1,4,princN5,0,0,,845.0,-1570.0
13,5|4|3|1,4,princN13,0,0,,46.944444,-87.222222
13,5|4|3|1,4,fakedeg,0,0,,281.666667,-523.333333
13,5|4|2|2,2,princN4,0,1,,,
13,5|4|2|2,2,princN5,0,0,,5.0,0.0
13,5|4|2|2,2,princN13,0,0,,0.010204,-0.0
13,5|4|2|2,2,fakedeg,0,0,0,1.0,0.0
13,5|4|2|2,3,princN4,0,1,,,
13,5|4|2|2,3,princN5,0,1,,,
13,5|4|2|2,3,princN13,0,1,,,
13,5|4|2|2,3,fakedeg,0,1,,,
13,5|4|2|2,4,princN4,0,1,,,
13,5|4|2|2,4,princN5,0,1,,,
13,5|4|2|2,4,princN13,0,1,,,
13,5|4|2|2,4,fakedeg,0,1,,,
13,5|4|2|1|1,2,princN5,0,0,,5.0,-0.0
13,5|4|2|1|1,2,princN6,0,1,,,
13,5|4|2|1|1,2,princN13,0,0,,0.010204,0.0
13,5|4|2|1|1,2,fakedeg,0,0,0,1.0,0.0
13,5|4|2|1|1,3,princN5,0,1,,,
13,5|4|2|1|1,3,princN6,0,1,,,
13,5|4|2|1|1,3,princN13,0,1,,,
13,5|4|2|1|1,3,fakedeg,0,1,,,
13,5|4|2|1|1,4,princN5,0,0,,-315.0,1530.0
13,5|4|2|1|1,4,princN6,0,0,,303.75,461.25
13,5|4|2|1|1,4,princN13,0,0,,-17.5,85.0
13,5|4|2|1|1,4,fakedeg,0,0,,-105.0,510.0
13,5|4|1|1|1|1,2,princN5,0,1,,,
13,5|4|1|1|1|1,2,princN6,0,1,,,
13,5|4|1|1|1|1,2,princN7,0,0,,1.5,-0.0
13,5|4|1|1|1|1,2,princN13,0,0,,0.015306,-0.0
13,5|4|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
13,5|4|1|1|1|1,3,princN5,0,1,,,
13,5|4|1|1|1|1,3,princN6,0,1,,,
13,5|4|1|1|1|1,3,princN7,0,1,,,
13,5|4|1|1|1|1,3,princN13,0,1,,,
13,5|4|1|1|1|1,3,fakedeg,0,1,,,
13,5|4|1|1|1|1,4,princN5,0,1,,,
13,5|4|1|1|1|1,4,princN6,0,0,,-407.25,-402.75
13,5|4|1|1|1|1,4,princN7,0,0,,-810.0,4.5
13,5|4|1|1|1|1,4,princN13,0,0,,-0.75,-135.0
13,5|4|1|1|1|1,4,fakedeg,0,0,,-3.0,-540.0
13,5|3|3|2,2,princN4,0,1,,,
13,5|3|3|2,2,princN5,0,0,,5.0,-0.0
13,5|3|3|2,2,princN13,0,0,,0.010204,0.0
13,5|3|3|2,2,fakedeg,0,0,0,1.0,0.0
13,5|3|3|2,3,princN4,0,1,,,
13,5|3|3|2,3,princN5,0,1,,,
13,5|3|3|2,3,princN13,0,1,,,
13,5|3|3|2,3,fakedeg,0,1,,,
13,5|3|3|2,4,princN4,0,1,,,
13,5|3|3|2,4,princN5,0,0,,-99.0,1386.0
13,5|3|3|2,4,princN13,0,0,,-5.5,77.0
13,5|3|3|2,4,fakedeg,0,0,,-33.0,462.0
13,5|3|3|1|1,2,princN5,0,0,,5.0,-0.0
13,5|3|3|1|1,2,princN6,0,1,,,
13,5|3|3|1|1,2,princN13,0,0,,0.010204,-0.0
13,5|3|3|1|1,2,fakedeg,0,0,0,1.0,-0.0
13,5|3|3|1|1,3,princN5,0,0,,466.0,-807.135676
13,5|3|3|1|1,3,princN6,0,1,,,
13,5|3|3|1|1,3,princN13,0,0,,46.6,-0.0
13,5|3|3|1|1,3,fakedeg,0,0,,466.0,-0.0
13,5|3|3|1|1,4,princN5,0,1,,,
13,5|3|3|1|1,4,princN6,0,1,,,
13,5|3|3|1|1,4,princN13,0,1,,,
13,5|3|3|1|1,4,fakedeg,0,1,,,
13,5|3|2|2|1,2,princN5,0,0,,5.0,-0.0
13,5|3|2|2|1,2,princN6,0,1,,,
13,5|3|2|2|1,2,princN13,0,0,,0.010204,0.0
13,5|3|2|2|1,2,fakedeg,0,0,0,1.0,-0.0
13,5|3|2|2|1,3,princN5,0,1,,,
13,5|3|2|2|1,3,princN6,0,1,,,
13,5|3|2|2|1,3,princN13,0,1,,,
13,5|3|2|2|1,3,fakedeg,0,1,,,
13,5|3|2|2|1,4,princN5,0,0,,-315.0,-1530.0
13,5|3|2|2|1,4,princN6,0,0,,-922.5,-607.5
13,5|3|2|2|1,4,princN13,0,0,,-17.5,-85.0
13,5|3|2|2|1,4,fakedeg,0,0,,-105.0,-510.0
13,5|3|2|1|1|1,2,princN5,1,1,0,,
13,5|3|2|1|1|1,2,princN6,1,1,0,,
13,5|3|2|1|1|1,2,princN7,1,1,0,,
13,5|3|2|1|1|1,2,princN13,1,1,0,,
13,5|3|2|1|1|1,2,fakedeg,1,1,0,,
13,5|3|2|1|1|1,3,princN5,0,1,,,
13,5|3|2|1|1|1,3,princN6,0,1,,,
13,5|3|2|1|1|1,3,princN7,0,1,,,
13,5|3|2|1|1|1,3,princN13,0,1,,,
13,5|3|2|1|1|1,3,fakedeg,0,1,,,
13,5|3|2|1|1|1,4,princN5,0,1,,,
13,5|3|2|1|1|1,4,princN6,0,1,,,
13,5|3|2|1|1|1,4,princN7,0,1,,,
13,5|3|2|1|1|1,4,princN13,0,1,,,
13,5|3|2|1|1|1,4,fakedeg,0,1,,,
13,5|3|1|1|1|1|1,2,princN5,0,1,,,
13,5|3|1|1|1|1|1,2,princN7,0,0,,1.5,-0.0
13,5|3|1|1|1|1|1,2,princN8,0,1,,,
13,5|3|1|1|1|1|1,2,princN13,0,0,,0.015306,0.0
13,5|3|1|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
13,5|3|1|1|1|1|1,3,princN5,0,1,,,
13,5|3|1|1|1|1|1,3,princN7,0,1,,,
13,5|3|1|1|1|1|1,3,princN8,0,1,,,
13,5|3|1|1|1|1|1,3,princN13,0,1,,,
13,5|3|1|1|1|1|1,3,fakedeg,0,1,,,
13,5|3|1|1|1|1|1,4,princN5,0,1,,,
13,5|3|1|1|1|1|1,4,princN7,0,0,,666.0,-427.5
13,5|3|1|1|1|1|1,4,princN8,0,1,,,
13,5|3|1|1|1|1|1,4,princN13,0,0,,71.25,111.0
13,5|3|1|1|1|1|1,4,fakedeg,0,0,,285.0,444.0
13,5|2|2|2|2,2,princN5,0,0,,15.0,0.0
13,5|2|2|2|2,2,princN6,0,1,,,
13,5|2|2|2|2,2,princN13,0,0,,0.014286,-0.0
13,5|2|2|2|2,2,fakedeg,0,0,0,1.0,0.0
13,5|2|2|2|2,3,princN5,0,0,,-74.5,129.037785
13,5|2|2|2|2,3,princN6,0,1,,,
13,5|2|2|2|2,3,princN13,0,0,,-3.725,-0.0
13,5|2|2|2|2,3,fakedeg,0,0,,-37.25,-0.0
13,5|2|2|2|2,4,princN5,0,0,,435.0,680.0
13,5|2|2|2|2,4,princN6,0,0,,557.5,122.5
13,5|2|2|2|2,4,princN13,0,0,,24.166667,37.777778
13,5|2|2|2|2,4,fakedeg,0,0,,145.0,226.666667
13,5|2|2|2|1|1,2,princN5,0,1,,,
13,5|2|2|2|1|1,2,princN6,0,1,,,
13,5|2|2|2|1|1,2,princN7,0,0,,2.0,0.0
13,5|2|2|2|1|1,2,princN13,0,0,,0.017857,0.0
13,5|2|2|2|1|1,2,fakedeg,0,0,0,1.0,0.0
13,5|2|2|2|1|1,3,princN5,0,1,,,
13,5|2|2|2|1|1,3,princN6,0,1,,,
13,5|2|2|2|1|1,3,princN7,0,1,,,
13,5|2|2|2|1|1,3,princN13,0,1,,,
13,5|2|2|2|1|1,3,fakedeg,0,1,,,
13,5|2|2|2|1|1,4,princN5,0,1,,,
13,5|2|2|2|1|1,4,princN6,0,1,,,
13,5|2|2|2|1|1,4,princN7,0,1,,,
13,5|2|2|2|1|1,4,princN13,0,1,,,
13,5|2|2|2|1|1,4,fakedeg,0,1,,,
13,5|2|2|1|1|1|1,2,princN5,0,1,,,
13,5|2|2|1|1|1|1,2,princN7,0,0,,2.0,-0.0
13,5|2|2|1|1|1|1,2,princN8,0,1,,,
13,5|2|2|1|1|1|1,2,princN13,0,0,,0.017857,-0.0
13,5|2|2|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
13,5|2|2|1|1|1|1,3,princN5,0,1,,,
13,5|2|2|1|1|1|1,3,princN7,0,0,,140.0,-0.0
13,5|2|2|1|1|1|1,3,princN8,0,0,,35.0,-60.621778
13,5|2|2|1|1|1|1,3,princN13,0,0,,7.0,0.0
13,5|2|2|1|1|1|1,3,fakedeg,0,0,,70.0,-0.0
13,5|2|2|1|1|1|1,4,princN5,0,1,,,
13,5|2|2|1|1|1|1,4,princN7,0,1,,,
13,5|2|2|1|1|1|1,4,princN8,0,1,,,
13,5|2|2|1|1|1|1,4,princN13,0,1,,,
13,5|2|2|1|1|1|1,4,fakedeg,0,1,,,
13,5|2|1|1|1|1|1|1,2,princN5,0,1,,,
13,5|2|1|1|1|1|1|1,2,princN8,0,1,,,
13,5|2|1|1|1|1|1|1,2,princN9,0,0,0,1.0,0.0
13,5|2|1|1|1|1|1|1,2,princN13,0,0,,0.035714,0.0
13,5|2|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
13,5|2|1|1|1|1|1|1,3,princN5,0,1,,,
13,5|2|1|1|1|1|1|1,3,princN8,0,0,,-28.0,48.497423
13,5|2|1|1|1|1|1|1,3,princN9,0,1,,,
13,5|2|1|1|1|1|1|1,3,princN13,0,0,,-11.2,-0.0
13,5|2|1|1|1|1|1|1,3,fakedeg,0,0,,-56.0,-0.0
13,5|2|1|1|1|1|1|1,4,princN5,0,1,,,
13,5|2|1|1|1|1|1|1,4,princN8,0,1,,,
13,5|2|1|1|1|1|1|1,4,princN9,0,0,,-751.0,-376.0
13,5|2|1|1|1|1|1|1,4,princN13,0,0,,-187.75,-94.0
13,5|2|1|1|1|1|1|1,4,fakedeg,0,0,,-751.0,-376.0
13,5|1|1|1|1|1|1|1|1,2,princN5,0,1,,,
13,5|1|1|1|1|1|1|1|1,2,princN9,0,0,0,1.0,0.0
13,5|1|1|1|1|1|1|1|1,2,princN10,0,1,,,
13,5|1|1|1|1|1|1|1|1,2,princN13,0,0,,0.035714,0.0
13,5|1|1|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,0.0
13,5|1|1|1|1|1|1|1|1,3,princN5,0,1,,,
13,5|1|1|1|1|1|1|1|1,3,princN9,0,1,,,
13,5|1|1|1|1|1|1|1|1,3,princN10,0,1,,,
13,5|1|1|1|1|1|1|1|1,3,princN13,0,1,,,
13,5|1|1|1|1|1|1|1|1,3,fakedeg,0,1,,,
13,5|1|1|1|1|1|1|1|1,4,princN5,0,1,,,
13,5|1|1|1|1|1|1|1|1,4,princN9,0,0,,65.0,0.0
13,5|1|1|1|1|1|1|1|1,4,princN10,0,0,,32.5,-32.5
13,5|1|1|1|1|1|1|1|1,4,princN13,0,0,,16.25,-0.0
13,5|1|1|1|1|1|1|1|1,4,fakedeg,0,0,,65.0,0.0
13,4|4|4|1,2,princN4,1,1,0,,
13,4|4|4|1,2,princN5,1,1,0,,
13,4|4|4|1,2,princN13,1,1,0,,
13,4|4|4|1,2,fakedeg,1,1,0,,
13,4|4|4|1,3,princN4,0,0,,114.0,-0.0
13,4|4|4|1,3,princN5,0,0,,28.5,-49.363448
13,4|4|4|1,3,princN13,0,0,,1.14,-0.0
13,4|4|4|1,3,fakedeg,0,0,,19.0,0.0
13,4|4|4|1,4,princN4,0,1,,,
13,4|4|4|1,4,princN5,0,1,,,
13,4|4|4|1,4,princN13,0,1,,,
13,4|4|4|1,4,fakedeg,0,1,,,
13,4|4|3|2,2,princN4,0,1,,,
13,4|4|3|2,2,princN5,0,0,,5.0,-0.0
13,4|4|3|2,2,princN13,0,0,,0.010204,-0.0
13,4|4|3|2,2,fakedeg,0,0,0,1.0,-0.0
13,4|4|3|2,3,princN4,0,0,,-570.0,0.0
13,4|4|3|2,3,princN5,0,0,,-285.0,493.63448
13,4|4|3|2,3,princN13,0,0,,-5.7,0.0
13,4|4|3|2,3,fakedeg,0,0,,-95.0,-0.0
13,4|4|3|2,4,princN4,0,1,,,
13,4|4|3|2,4,princN5,0,1,,,
13,4|4|3|2,4,princN13,0,1,,,
13,4|4|3|2,4,fakedeg,0,1,,,
13,4|4|3|1|1,2,princN4,0,1,,,
13,4|4|3|1|1,2,princN5,0,0,,5.0,-0.0
13,4|4|3|1|1,2,princN6,0,1,,,
13,4|4|3|1|1,2,princN13,0,0,,0.010204,0.0
13,4|4|3|1|1,2,fakedeg,0,0,0,1.0,-0.0
13,4|4|3|1|1,3,princN4,0,1,,,
13,4|4|3|1|1,3,princN5,0,1,,,
13,4|4|3|1|1,3,princN6,0,1,,,
13,4|4|3|1|1,3,princN13,0,1,,,
13,4|4|3|1|1,3,fakedeg,0,1,,,
13,4|4|3|1|1,4,princN4,0,1,,,
13,4|4|3|1|1,4,princN5,0,0,,-99.0,-1386.0
13,4|4|3|1|1,4,princN6,0,0,,-371.25,-321.75
13,4|4|3|1|1,4,princN13,0,0,,-5.5,-77.0
13,4|4|3|1|1,4,fakedeg,0,0,,-33.0,-462.0
13,4|4|2|2|1,2,princN4,0,1,,,
13,4|4|2|2|1,2,princN5,0,0,,5.0,-0.0
13,4|4|2|2|1,2,princN6,0,1,,,
13,4|4|2|2|1,2,princN13,0,0,,0.010204,-0.0
13,4|4|2|2|1,2,fakedeg,0,0,0,1.0,-0.0
13,4|4|2|2|1,3,princN4,0,1,,,
13,4|4|2|2|1,3,princN5,0,1,,,
13,4|4|2|2|1,3,princN6,0,1,,,
13,4|4|2|2|1,3,princN13,0,1,,,
13,4|4|2|2|1,3,fakedeg,0,1,,,
13,4|4|2|2|1,4,princN4,0,1,,,
13,4|4|2|2|1,4,princN5,0,1,,,
13,4|4|2|2|1,4,princN6,0,1,,,
13,4|4|2|2|1,4,princN13,0,1,,,
13,4|4|2|2|1,4,fakedeg,0,1,,,
13,4|4|2|1|1|1,2,princN4,1,1,0,,
13,4|4|2|1|1|1,2,princN6,1,1,0,,
13,4|4|2|1|1|1,2,princN7,1,1,0,,
13,4|4|2|1|1|1,2,princN13,1,1,0,,
13,4|4|2|1|1|1,2,fakedeg,1,1,0,,
13,4|4|2|1|1|1,3,princN4,0,1,,,
13,4|4|2|1|1|1,3,princN6,0,1,,,
13,4|4|2|1|1|1,3,princN7,0,1,,,
13,4|4|2|1|1|1,3,princN13,0,1,,,
13,4|4|2|1|1|1,3,fakedeg,0,1,,,
13,4|4|2|1|1|1,4,princN4,0,1,,,
13,4|4|2|1|1|1,4,princN6,0,1,,,
13,4|4|2|1|1|1,4,princN7,0,1,,,
13,4|4|2|1|1|1,4,princN13,0,1,,,
13,4|4|2|1|1|1,4,fakedeg,0,1,,,
13,4|4|1|1|1|1|1,2,princN4,0,1,,,
13,4|4|1|1|1|1|1,2,princN7,0,0,,1.5,-0.0
13,4|4|1|1|1|1|1,2,princN8,0,1,,,
13,4|4|1|1|1|1|1,2,princN13,0,0,,0.015306,-0.0
13,4|4|1|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
13,4|4|1|1|1|1|1,3,princN4,0,1,,,
13,4|4|1|1|1|1|1,3,princN7,0,0,,43.333333,-0.0
13,4|4|1|1|1|1|1,3,princN8,0,0,,21.666667,-37.527767
13,4|4|1|1|1|1|1,3,princN13,0,0,,2.6,-0.0
13,4|4|1|1|1|1|1,3,fakedeg,0,0,,32.5,-0.0
13,4|4|1|1|1|1|1,4,princN4,0,1,,,
13,4|4|1|1|1|1|1,4,princN7,0,1,,,
13,4|4|1|1|1|1|1,4,princN8,0,1,,,
13,4|4|1|1|1|1|1,4,princN13,0,1,,,
13,4|4|1|1|1|1|1,4,fakedeg,0,1,,,
13,4|3|3|3,2,princN4,1,1,0,,
13,4|3|3|3,2,princN5,1,1,0,,
13,4|3|3|3,2,princN13,1,1,0,,
13,4|3|3|3,2,fakedeg,1,1,0,,
13,4|3|3|3,3,princN4,0,0,,228.0,-0.0
13,4|3|3|3,3,princN5,0,0,,57.0,-98.726896
13,4|3|3|3,3,princN13,0,0,,1.425,-0.0
13,4|3|3|3,3,fakedeg,0,0,,19.0,-0.0
13,4|3|3|3,4,princN4,0,1,,,
13,4|3|3|3,4,princN5,0,1,,,
13,4|3|3|3,4,princN13,0,1,,,
13,4|3|3|3,4,fakedeg,0,1,,,
13,4|3|3|2|1,2,princN4,0,1,,,
13,4|3|3|2|1,2,princN5,0,0,,5.0,-0.0
13,4|3|3|2|1,2,princN6,0,1,,,
13,4|3|3|2|1,2,princN13,0,0,,0.010204,0.0
13,4|3|3|2|1,2,fakedeg,0,0,0,1.0,-0.0
13,4|3|3|2|1,3,princN4,0,1,,,
13,4|3|3|2|1,3,princN5,0,0,,-492.0,852.168997
13,4|3|3|2|1,3,princN6,0,1,,,
13,4|3|3|2|1,3,princN13,0,0,,-16.4,-0.0
13,4|3|3|2|1,3,fakedeg,0,0,,-164.0,-0.0
13,4|3|3|2|1,4,princN4,0,1,,,
13,4|3|3|2|1,4,princN5,0,0,,845.0,1570.0
13,4|3|3|2|1,4,princN6,0,0,,1207.5,362.5
13,4|3|3|2|1,4,princN13,0,0,,46.944444,87.222222
13,4|3|3|2|1,4,fakedeg,0,0,,281.666667,523.333333
13,4|3|3|1|1|1,2,princN4,1,1,0,,
13,4|3|3|1|1|1,2,princN6,1,1,0,,
13,4|3|3|1|1|1,2,princN7,1,1,0,,
13,4|3|3|1|1|1,2,princN13,1,1,0,,
13,4|3|3|1|1|1,2,fakedeg,1,1,0,,
13,4|3|3|1|1|1,3,princN4,0,1,,,
13,4|3|3|1|1|1,3,princN6,0,1,,,
13,4|3|3|1|1|1,3,princN7,0,0,,365.0,-0.0
13,4|3|3|1|1|1,3,princN13,0,0,,18.25,0.0
13,4|3|3|1|1|1,3,fakedeg,0,0,,182.5,-0.0
13,4|3|3|1|1|1,4,princN4,0,1,,,
13,4|3|3|1|1|1,4,princN6,0,1,,,
13,4|3|3|1|1|1,4,princN7,0,1,,,
13,4|3|3|1|1|1,4,princN13,0,1,,,
13,4|3|3|1|1|1,4,fakedeg,0,1,,,
13,4|3|2|2|2,2,princN4,1,1,0,,
13,4|3|2|2|2,2,princN5,1,1,0,,
13,4|3|2|2|2,2,princN6,1,1,0,,
13,4|3|2|2|2,2,princN13,1,1,0,,
13,4|3|2|2|2,2,fakedeg,1,1,0,,
13,4|3|2|2|2,3,princN4,0,1,,,
13,4|3|2|2|2,3,princN5,0,0,,147.0,-254.611469
13,4|3|2|2|2,3,princN6,0,1,,,
13,4|3|2|2|2,3,princN13,0,0,,4.9,-0.0
13,4|3|2|2|2,3,fakedeg,0,0,,49.0,-0.0
13,4|3|2|2|2,4,princN4,0,1,,,
13,4|3|2|2|2,4,princN5,0,1,,,
13,4|3|2|2|2,4,princN6,0,1,,,
13,4|3|2|2|2,4,princN13,0,1,,,
13,4|3|2|2|2,4,fakedeg,0,1,,,
13,4|3|2|2|1|1,2,princN4,1,1,0,,
13,4|3|2|2|1|1,2,princN6,1,1,0,,
13,4|3|2|2|1|1,2,princN7,1,1,0,,
13,4|3|2|2|1|1,2,princN13,1,1,0,,
13,4|3|2|2|1|1,2,fakedeg,1,1,0,,
13,4|3|2|2|1|1,3,princN4,0,1,,,
13,4|3|2|2|1|1,3,princN6,0,1,,,
13,4|3|2|2|1|1,3,princN7,0,1,,,
13,4|3|2|2|1|1,3,princN13,0,1,,,
13,4|3|2|2|1|1,3,fakedeg,0,1,,,
13,4|3|2|2|1|1,4,princN4,0,1,,,
13,4|3|2|2|1|1,4,princN6,0,1,,,
13,4|3|2|2|1|1,4,princN7,0,1,,,
13,4|3|2|2|1|1,4,princN13,0,1,,,
13,4|3|2|2|1|1,4,fakedeg,0,1,,,
13,4|3|2|1|1|1|1,2,princN4,1,1,0,,
13,4|3|2|1|1|1|1,2,princN7,1,1,0,,
13,4|3|2|1|1|1|1,2,princN8,1,1,0,,
13,4|3|2|1|1|1|1,2,princN13,1,1,0,,
13,4|3|2|1|1|1|1,2,fakedeg,1,1,0,,
13,4|3|2|1|1|1|1,3,princN4,0,1,,,
13,4|3|2|1|1|1|1,3,princN7,0,0,,-136.0,-0.0
13,4|3|2|1|1|1|1,3,princN8,0,0,,-45.333333,78.519637
13,4|3|2|1|1|1|1,3,princN13,0,0,,-6.8,-0.0
13,4|3|2|1|1|1|1,3,fakedeg,0,0,,-68.0,0.0
13,4|3|2|1|1|1|1,4,princN4,0,1,,,
13,4|3|2|1|1|1|1,4,princN7,0,1,,,
13,4|3|2|1|1|1|1,4,princN8,0,1,,,
13,4|3|2|1|1|1|1,4,princN13,0,1,,,
13,4|3|2|1|1|1|1,4,fakedeg,0,1,,,
13,4|3|1|1|1|1|1|1,2,princN4,1,1,0,,
13,4|3|1|1|1|1|1|1,2,princN8,1,1,0,,
13,4|3|1|1|1|1|1|1,2,princN9,1,1,0,,
13,4|3|1|1|1|1|1|1,2,princN13,1,1,0,,
13,4|3|1|1|1|1|1|1,2,fakedeg,1,1,0,,
13,4|3|1|1|1|1|1|1,3,princN4,0,1,,,
13,4|3|1|1|1|1|1|1,3,princN8,0,0,,45.666667,-79.096987
13,4|3|1|1|1|1|1|1,3,princN9,0,1,,,
13,4|3|1|1|1|1|1|1,3,princN13,0,0,,13.7,-0.0
13,4|3|1|1|1|1|1|1,3,fakedeg,0,0,,68.5,-0.0
13,4|3|1|1|1|1|1|1,4,princN4,0,1,,,
13,4|3|1|1|1|1|1|1,4,princN8,0,1,,,
13,4|3|1|1|1|1|1|1,4,princN9,0,1,,,
13,4|3|1|1|1|1|1|1,4,princN13,0,1,,,
13,4|3|1|1|1|1|1|1,4,fakedeg,0,1,,,
13,4|2|2|2|2|1,2,princN4,1,1,0,,
13,4|2|2|2|2|1,2,princN6,1,1,0,,
13,4|2|2|2|2|1,2,princN7,1,1,0,,
13,4|2|2|2|2|1,2,princN13,1,1,0,,
13,4|2|2|2|2|1,2,fakedeg,1,1,0,,
13,4|2|2|2|2|1,3,princN4,0,1,,,
13,4|2|2|2|2|1,3,princN6,0,1,,,
13,4|2|2|2|2|1,3,princN7,0,0,,-205.0,-0.0
13,4|2|2|2|2|1,3,princN13,0,0,,-10.25,-0.0
13,4|2|2|2|2|1,3,fakedeg,0,0,,-102.5,-0.0
13,4|2|2|2|2|1,4,princN4,0,1,,,
13,4|2|2|2|2|1,4,princN6,0,1,,,
13,4|2|2|2|2|1,4,princN7,0,1,,,
13,4|2|2|2|2|1,4,princN13,0,1,,,
13,4|2|2|2|2|1,4,fakedeg,0,1,,,
13,4|2|2|2|1|1|1,2,princN4,0,1,,,
13,4|2|2|2|1|1|1,2,princN7,0,0,,2.0,-0.0
13,4|2|2|2|1|1|1,2,princN8,0,1,,,
13,4|2|2|2|1|1|1,2,princN13,0,0,,0.017857,0.0
13,4|2|2|2|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
13,4|2|2|2|1|1|1,3,princN4,0,1,,,
13,4|2|2|2|1|1|1,3,princN7,0,0,,164.0,-0.0
13,4|2|2|2|1|1|1,3,princN8,0,0,,82.0,-142.028166
13,4|2|2|2|1|1|1,3,princN13,0,0,,8.2,-0.0
13,4|2|2|2|1|1|1,3,fakedeg,0,0,,82.0,-0.0
13,4|2|2|2|1|1|1,4,princN4,0,1,,,
13,4|2|2|2|1|1|1,4,princN7,0,1,,,
13,4|2|2|2|1|1|1,4,princN8,0,1,,,
13,4|2|2|2|1|1|1,4,princN13,0,1,,,
13,4|2|2|2|1|1|1,4,fakedeg,0,1,,,
13,4|2|2|1|1|1|1|1,2,princN4,1,1,0,,
13,4|2|2|1|1|1|1|1,2,princN8,1,1,0,,
13,4|2|2|1|1|1|1|1,2,princN9,1,1,0,,
13,4|2|2|1|1|1|1|1,2,princN13,1,1,0,,
13,4|2|2|1|1|1|1|1,2,fakedeg,1,1,0,,
13,4|2|2|1|1|1|1|1,3,princN4,0,1,,,
13,4|2|2|1|1|1|1|1,3,princN8,0,1,,,
13,4|2|2|1|1|1|1|1,3,princN9,0,1,,,
13,4|2|2|1|1|1|1|1,3,princN13,0,1,,,
13,4|2|2|1|1|1|1|1,3,fakedeg,0,1,,,
13,4|2|2|1|1|1|1|1,4,princN4,0,1,,,
13,4|2|2|1|1|1|1|1,4,princN8,0,1,,,
13,4|2|2|1|1|1|1|1,4,princN9,0,1,,,
13,4|2|2|1|1|1|1|1,4,princN13,0,1,,,
13,4|2|2|1|1|1|1|1,4,fakedeg,0,1,,,
13,4|2|1|1|1|1|1|1|1,2,princN4,0,1,,,
13,4|2|1|1|1|1|1|1|1,2,princN9,0,0,0,1.0,-0.0
13,4|2|1|1|1|1|1|1|1,2,princN10,0,1,,,
13,4|2|1|1|1|1|1|1|1,2,princN13,0,0,,0.035714,0.0
13,4|2|1|1|1|1|1|1|1,2,fakedeg,0,0,0,1.0,-0.0
13,4|2|1|1|1|1|1|1|1,3,princN4,0,1,,,
13,4|2|1|1|1|1|1|1|1,3,princN9,0,1,,,
13,4|2|1|1|1|1|1|1|1,3,princN10,0,0,,-125.0,-0.0
