m,lam,j,Mj,v2Mj,v2binom,val,f,v2f,jbits,mbits,in_Jstar,core4,quot4,quotsize
12,6|5|5|1|1|1|1|1|1|1|1,9,9022941,0,2,13,2184348870,1,1001,1100,0,,;2|1|1;1;1,0|4|1|1
12,6|5|5|1|1|1|1|1|1|1|1,10,4789980,2,1,16,2184348870,1,1010,1100,0,,;2|1|1;1;1,0|4|1|1
12,6|5|5|1|1|1|1|1|1|1|1,11,2533905,0,2,15,2184348870,1,1011,1100,0,,;2|1|1;1;1,0|4|1|1
12,6|5|5|1|1|1|1|1|1|1|1,12,1335015,0,0,12,2184348870,1,1100,1100,0,,;2|1|1;1;1,0|4|1|1
12,6|5|4|4|4|1,0,10878433280,11,0,22,10878433280,11,0,1100,0,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|4|1,1,5498338560,8,2,21,10878433280,11,1,1100,0,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|4|1,2,2784104960,9,1,22,10878433280,11,10,1100,0,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|4|1,3,1412165248,7,2,21,10878433280,11,11,1100,0,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|4|1,4,717425280,7,0,18,10878433280,11,100,1100,0,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|4|1,5,365003080,3,3,17,10878433280,11,101,1100,1,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|4|1,6,185942560,5,2,20,10878433280,11,110,1100,0,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|4|1,7,94832560,4,3,21,10878433280,11,111,1100,0,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|4|1,8,48413824,7,0,22,10878433280,11,1000,1100,0,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|4|1,9,24737440,5,2,23,10878433280,11,1001,1100,0,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|4|1,10,12648960,9,1,30,10878433280,11,1010,1100,0,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|4|1,11,6471520,5,2,25,10878433280,11,1011,1100,0,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|4|1,12,3312320,6,0,24,10878433280,11,1100,1100,0,4|3|2|1|1|1,1;1|1;;,1|2|0|0
12,6|5|4|4|3|2,0,31233001800,3,0,6,31233001800,3,0,1100,1,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|2,1,15955990050,1,2,7,31233001800,3,1,1100,0,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|2,2,8160966450,1,1,6,31233001800,3,10,1100,1,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|2,3,4178477940,2,2,11,31233001800,3,11,1100,0,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|2,4,2141424740,2,0,8,31233001800,3,100,1100,0,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|2,5,1098359535,0,3,11,31233001800,3,101,1100,0,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|2,6,563757545,0,2,10,31233001800,3,110,1100,0,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|2,7,289532215,0,3,13,31233001800,3,111,1100,0,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|2,8,148768620,2,0,12,31233001800,3,1000,1100,0,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|2,9,76470345,0,2,13,31233001800,3,1001,1100,0,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|2,10,39319245,0,1,12,31233001800,3,1010,1100,0,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|2,11,20221740,2,2,19,31233001800,3,1011,1100,0,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|2,12,10401930,1,0,14,31233001800,3,1100,1100,0,2|2,;1|1;1;2,0|2|1|2
12,6|5|4|4|3|1|1,0,44172388260,2,0,4,44172388260,2,0,1100,1,,1;2|2;;1,1|4|0|1
12,6|5|4|4|3|1|1,1,22726373670,1,2,7,44172388260,2,1,1100,0,,1;2|2;;1,1|4|0|1
12,6|5|4|4|3|1|1,2,11696440470,1,1,6,44172388260,2,10,1100,0,,1;2|2;;1,1|4|0|1
12,6|5|4|4|3|1|1,3,6021844686,1,2,9,44172388260,2,11,1100,0,,1;2|2;;1,1|4|0|1
12,6|5|4|4|3|1|1,4,3101373990,1,0,6,44172388260,2,100,1100,0,,1;2|2;;1,1|4|0|1
12,6|5|4|4|3|1|1,5,1597771175,0,3,11,44172388260,2,101,1100,0,,1;2|2;;1,1|4|0|1
12,6|5|4|4|3|1|1,6,823362375,0,2,10,44172388260,2,110,1100,0,,1;2|2;;1,1|4|0|1
12,6|5|4|4|3|1|1,7,424384275,0,3,13,44172388260,2,111,1100,0,,1;2|2;;1,1|4|0|1
12,6|5|4|4|3|1|1,8,218772904,3,0,14,44172388260,2,1000,1100,0,,1;2|2;;1,1|4|0|1
12,6|5|4|4|3|1|1,9,112789485,0,2,13,44172388260,2,1001,1100,0,,1;2|2;;1,1|4|0|1
12,6|5|4|4|3|1|1,10,58151655,0,1,12,44172388260,2,1010,1100,0,,1;2|2;;1,1|4|0|1
12,6|5|4|4|3|1|1,11,29981655,0,2,15,44172388260,2,1011,1100,0,,1;2|2;;1,1|4|0|1
12,6|5|4|4|3|1|1,12,15457365,0,0,12,44172388260,2,1100,1100,0,,1;2|2;;1,1|4|0|1
12,6|5|4|4|2|2|1,0,53006865912,3,0,6,53006865912,3,0,1100,1,2|2,;1|1|1;;2,0|3|0|2
12,6|5|4|4|2|2|1,1,27463702266,1,2,7,53006865912,3,1,1100,0,2|2,;1|1|1;;2,0|3|0|2
12,6|5|4|4|2|2|1,2,14227782426,1,1,6,53006865912,3,10,1100,1,2|2,;1|1|1;;2,0|3|0|2
12,6|5|4|4|2|2|1,3,7369984908,2,2,11,53006865912,3,11,1100,0,2|2,;1|1|1;;2,0|3|0|2
12,6|5|4|4|2|2|1,4,3817211112,3,0,10,53006865912,3,100,1100,0,2|2,;1|1|1;;2,0|3|0|2
12,6|5|4|4|2|2|1,5,1976842296,3,3,17,53006865912,3,101,1100,0,2|2,;1|1|1;;2,0|3|0|2
12,6|5|4|4|2|2|1,6,1023614658,1,2,12,53006865912,3,110,1100,0,2|2,;1|1|1;;2,0|3|0|2
12,6|5|4|4|2|2|1,7,529942203,0,3,13,53006865912,3,111,1100,0,2|2,;1|1|1;;2,0|3|0|2
12,6|5|4|4|2|2|1,8,274305808,4,0,16,53006865912,3,1000,1100,0,2|2,;1|1|1;;2,0|3|0|2
12,6|5|4|4|2|2|1,9,141952743,0,2,13,53006865912,3,1001,1100,0,2|2,;1|1|1;;2,0|3|0|2
12,6|5|4|4|2|2|1,10,73442547,0,1,12,53006865912,3,1010,1100,0,2|2,;1|1|1;;2,0|3|0|2
